dataset,query_index,question,gold_doc_count,gold_titles_json,setr_selected_count,count_under_selected,dbec_selected_count,setr_support_hit_count,dbec_support_hit_count,setr_support_missing_count,dbec_support_missing_count,setr_support_recall,dbec_support_recall,delta_support_recall_dbec_minus_setr,setr_support_complete,dbec_support_complete,support_transition,support_delta_label,dbec_recovered_missing_count,dbec_recovered_any_missing,dbec_recovered_all_missing,recovery_label,setr_missing_titles_json,dbec_missing_titles_json,dbec_recovered_titles_json,setr_titles_json,dbec_titles_json,setr_em,setr_f1,dbec_em,dbec_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,requirement_count,dependent_req_count,selective_binding_decision
MuSiQue,335,Common Sense which was written by the author of The Age of Reason was an important work because?,2,"[""Thomas Paine"", ""The Age of Reason""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Common sense"", ""The Age of Reason"", ""Thomas Paine""]","[""Thomas Paine"", ""The Age of Reason"", ""Common sense"", ""Age of Enlightenment"", ""Age of Enlightenment""]",0.0,0.4,0.0,0.4444,0.0,0.044399999999999995,2,1,bind
MuSiQue,336,What shares a border with the city where the person who went to the state where most billionaires in America live during the gold rush works?,4,"[""History of Sacramento, California"", ""Rio Linda High School"", ""List of U.S. states by the number of billionaires"", ""California Gold Rush""]",7,0,5,3,1,1,3,0.75,0.25,-0.5,0,0,SetR incomplete -> DBEC incomplete,DBEC loses support coverage,0,0,0,dbec_recovers_none,"[""Rio Linda High School""]","[""History of Sacramento, California"", ""Rio Linda High School"", ""California Gold Rush""]",[],"[""New York City"", ""California Gold Rush"", ""Salt Lake City"", ""History of Sacramento, California"", ""List of U.S. states by the number of billionaires"", ""Colorado Territory"", ""Mother lode""]","[""Saint Paul, Minnesota"", ""List of U.S. states by the number of billionaires"", ""New York City"", ""Blaine, Washington"", ""Indiana""]",0.0,0.0,0.0,0.0,0.0,0.0,4,3,abstain
MuSiQue,337,Who is the child of the first person who gave in person state of the union?,2,"[""Jessie Woodrow Wilson Sayre"", ""State of the Union""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""State of the Union"", ""Jessie Woodrow Wilson Sayre""]","[""Jessie Woodrow Wilson Sayre"", ""State of the Union"", ""William Howard Taft"", ""State of the Union"", ""William Jennings Bryan""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
MuSiQue,338,What was the overwhelming ethnic majority in the city where the Yongle emperor greeted the person to whom the edict was addressed?,3,"[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]",4,0,5,3,3,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]","[""Athanasius of Alexandria"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
MuSiQue,339,What were the Genesis's advantages over the console whose three letter abbreviation stood for the full console name and also featured the game Yoshi?,3,"[""Yoshi (video game)"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System""]",5,0,5,2,2,1,1,0.6666666666666666,0.6666666666666666,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Nintendo Entertainment System""]","[""Nintendo Entertainment System""]",[],"[""Super Nintendo Entertainment System"", ""Sega Genesis"", ""Super Nintendo Entertainment System"", ""Sonic the Hedgehog (1991 video game)"", ""Yoshi (video game)""]","[""Super Nintendo Entertainment System"", ""Yoshi (video game)"", ""Super Nintendo Entertainment System"", ""Sega Genesis"", ""Super Nintendo Entertainment System""]",0.0,0.0,0.0,0.0952,0.0,0.0952,2,1,abstain
MuSiQue,340,What happened to the Curonians who lived in the area where Erich Zakowski was born?,2,"[""East Prussia"", ""Erich Zakowski""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""East Prussia"", ""Erich Zakowski""]","[""East Prussia"", ""Erich Zakowski"", ""East Prussia"", ""East Prussia"", ""East Prussia""]",0.0,0.5,0.0,0.8,0.0,0.30000000000000004,2,1,abstain
MuSiQue,341,Who won the All-Star MVP for the league that the team that Jim Wilson plays for is a part of?,3,"[""Cleveland Indians"", ""Jim Wilson (first baseman)"", ""Major League Baseball All-Star Game Most Valuable Player Award""]",3,0,5,2,2,1,1,0.6666666666666666,0.6666666666666666,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Cleveland Indians""]","[""Cleveland Indians""]",[],"[""Jim Wilson (first baseman)"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Patrick Brown (politician)""]","[""Exhibition game"", ""Jim Wilson (first baseman)"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Chicago Cubs"", ""Major League Baseball Most Valuable Player Award""]",0.0,0.0,1.0,1.0,1.0,1.0,3,2,abstain
MuSiQue,342,Who owns the rehabilitation center at the place where Hank Moonjean died?,2,"[""The Rehabilitation Center at Hollywood Hills"", ""Hank Moonjean""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Hank Moonjean"", ""The Rehabilitation Center at Hollywood Hills""]","[""The Rehabilitation Center at Hollywood Hills"", ""Hank Moonjean"", ""84th Academy Awards"", ""Lasallian educational institutions"", ""Hank Schrader""]",0.0,0.0,1.0,1.0,1.0,1.0,2,1,bind
MuSiQue,343,What was Nintendo's limit on games per developer per year on the platform that plays Drac's Night Out?,3,"[""Super Nintendo Entertainment System"", ""Drac's Night Out"", ""Nintendo Entertainment System""]",4,0,5,3,3,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Super Nintendo Entertainment System"", ""Drac's Night Out"", ""Nintendo Entertainment System"", ""Nintendo Entertainment System""]","[""Nintendo Entertainment System"", ""Drac's Night Out"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Philips CD-i""]",1.0,1.0,0.0,0.6667,-1.0,-0.33330000000000004,2,1,abstain
MuSiQue,344,What is the average yearly income for a person of the same nationality as the creator of MacGruder and Loud?,3,"[""Household income in the United States"", ""Aaron Spelling"", ""MacGruder and Loud""]",3,0,5,1,2,2,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,SetR incomplete -> DBEC incomplete,DBEC improves support coverage,1,1,0,dbec_recovers_some_missing,"[""Household income in the United States"", ""MacGruder and Loud""]","[""Household income in the United States""]","[""MacGruder and Loud""]","[""Aaron Spelling"", ""Meg Griffin"", ""Rachael MacFarlane""]","[""Who Wants to Be a Millionaire?"", ""Income in the United Kingdom"", ""MacGruder and Loud"", ""Milwaukee"", ""Aaron Spelling""]",0.0,0.0,0.0,0.0,0.0,0.0,3,2,abstain
MuSiQue,345,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,2,"[""Mehmet Hayri Tarhan"", ""Malko Tarnovo Municipality""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Mehmet Hayri Tarhan"", ""Malko Tarnovo Municipality""]","[""Mehmet Hayri Tarhan"", ""Kathmandu"", ""Malko Tarnovo Municipality"", ""Karel Halíř"", ""Karşıyaka Cemetery""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,abstain
MuSiQue,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,3,"[""2014 United States Senate elections"", ""Oklahoma"", ""Standing Rules of the United States Senate""]",2,1,5,1,2,2,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,SetR incomplete -> DBEC incomplete,DBEC improves support coverage,1,1,0,dbec_recovers_some_missing,"[""2014 United States Senate elections"", ""Standing Rules of the United States Senate""]","[""2014 United States Senate elections""]","[""Standing Rules of the United States Senate""]","[""Oklahoma"", ""114th United States Congress""]","[""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,abstain
MuSiQue,347,What year did the city were Hans-Joachim Merker was born end?,2,"[""Hans-Joachim Merker"", ""Merseburg""]",1,1,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Merseburg""]",[],"[""Merseburg""]","[""Hans-Joachim Merker""]","[""Hans-Joachim Merker"", ""Merseburg"", ""Charles Frederick II, Duke of Württemberg-Oels"", ""Hans Jendretzky"", ""Karel Halíř""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,abstain
MuSiQue,348,What tribe did the wife of the person who first brought postal service to Umayyad lands belong to?,2,"[""Umayyad Caliphate"", ""Umayyad Caliphate""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Umayyad Caliphate"", ""Umayyad Caliphate""]","[""Ahinoam"", ""Umayyad Caliphate"", ""Umayyad Caliphate"", ""Umayyad Caliphate"", ""Umayyad Caliphate""]",1.0,1.0,1.0,1.0,0.0,0.0,3,2,bind
MuSiQue,349,Who was the first president in the country where the Kamchatka Peninsula is located?,2,"[""Kamchatka Peninsula"", ""Russian Soviet Federative Socialist Republic""]",6,0,5,2,1,0,1,1.0,0.5,-0.5,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Russian Soviet Federative Socialist Republic""]",[],"[""Kamchatka Peninsula"", ""Crimean War"", ""Russian submarine Tver (K-456)"", ""Russian Far East"", ""Russian Soviet Federative Socialist Republic"", ""Soviet Union""]","[""Russian Far East"", ""Kamchatka Peninsula"", ""Ruth Williams Khama"", ""Crimean War"", ""Botswana""]",0.0,0.6666666666666666,0.0,0.6667,0.0,3.333333333332966e-05,2,1,bind
MuSiQue,350,Who wrote Turn Me On by the performer who also did Sinkin' Soon?,2,"[""Sinkin' Soon"", ""Turn Me On (Mark Dinning song)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Turn Me On (Mark Dinning song)"", ""Sinkin' Soon""]","[""Turn Me On (Mark Dinning song)"", ""Sinkin' Soon"", ""Feelin' the Same Way"", ""Thinking About You (Norah Jones song)"", ""Soon (Tanya Tucker song)""]",1.0,1.0,1.0,1.0,0.0,0.0,1,0,abstain
MuSiQue,351,In which district was Alhandra born?,2,"[""Vila Franca de Xira"", ""Alhandra (footballer)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Alhandra (footballer)"", ""Vila Franca de Xira""]","[""Alhandra (footballer)"", ""Vila Franca de Xira"", ""José Pinto Coelho"", ""Portugal"", ""Póvoa de Santa Iria e Forte da Casa""]",1.0,1.0,1.0,1.0,0.0,0.0,1,0,abstain
MuSiQue,352,Who introduced a system of musical notation used in the region the Romans aimed to re-bolster influence in after the Second Punic war in the 14th century?,2,"[""Late Middle Ages"", ""Hellenistic period""]",2,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Hellenistic period""]",[],"[""Hellenistic period""]","[""Late Middle Ages"", ""Gorleston Psalter""]","[""Classical music"", ""Hellenistic period"", ""Classical music"", ""Late Middle Ages"", ""Hellenistic period""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,abstain
MuSiQue,353,Why did Roncalli leave the place where Violante's painter died?,3,"[""The Martyrdom of Saint Lawrence (Titian)"", ""Pope John XXIII"", ""Violante (Titian)""]",3,0,5,2,2,1,1,0.6666666666666666,0.6666666666666666,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""The Martyrdom of Saint Lawrence (Titian)""]","[""The Martyrdom of Saint Lawrence (Titian)""]",[],"[""Pope John XXIII"", ""Violante (Titian)"", ""Black Death""]","[""Pope John XXIII"", ""Violante (Titian)"", ""Roncalli High School (Indiana)"", ""Pope John XXIII"", ""Alessandro Zezzos""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,abstain
MuSiQue,354,Who is the wife of the actor of Grace's boyfriend in Frankie and Grace?,2,"[""Grace and Frankie"", ""Murder in Texas""]",2,0,5,1,1,1,1,0.5,0.5,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Murder in Texas""]","[""Murder in Texas""]",[],"[""Grace and Frankie"", ""Grace and Frankie""]","[""Grace and Frankie"", ""Stig Olin"", ""Grace and Frankie"", ""An American Girl: Grace Stirs Up Success"", ""Pilot (Will & Grace)""]",0.0,0.0,0.0,0.0,0.0,0.0,3,2,abstain
MuSiQue,355,When did the birthplace of Ah Via Musicom's performer become the capital of the state Knowles is from?,4,"[""Ah Via Musicom"", ""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama"", ""History of Austin, Texas""]",4,0,5,1,1,3,3,0.25,0.25,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,1,1,0,dbec_recovers_some_missing,"[""Ah Via Musicom"", ""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama""]","[""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama"", ""History of Austin, Texas""]","[""Ah Via Musicom""]","[""Beyoncé"", ""Beyoncé"", ""Indiana"", ""History of Austin, Texas""]","[""Saint Paul, Minnesota"", ""Minnesota State Capitol"", ""Oklahoma"", ""List of capitals in the United States"", ""Ah Via Musicom""]",0.0,0.0,0.0,0.0,0.0,0.0,3,2,bind
MuSiQue,356,who did the performer of Sings America play on young and restless?,2,"[""Snapper Foster"", ""Sings America""]",2,0,5,2,1,0,1,1.0,0.5,-0.5,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Snapper Foster""]",[],"[""Sings America"", ""Snapper Foster""]","[""Frank Sinatra Sings the Select Johnny Mercer"", ""It's Garry Shandling's Show"", ""Sings America"", ""Kyle Abbott (The Young and the Restless)"", ""Beau Kazer""]",1.0,1.0,0.0,0.0,-1.0,-1.0,3,2,bind
MuSiQue,357,What song did Paul McCartney write for the person who performed Too Late for Goodbyes?,2,"[""Hey Jude"", ""Too Late for Goodbyes""]",3,0,5,1,1,1,1,0.5,0.5,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Hey Jude""]","[""Hey Jude""]",[],"[""Too Late for Goodbyes"", ""Tip of My Tongue"", ""Tip of My Tongue""]","[""Julian Lennon"", ""Too Late for Goodbyes"", ""Anna (Go to Him)"", ""Freedom (Paul McCartney song)"", ""Mama's Little Girl""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
MuSiQue,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",3,"[""Richmond, Virginia"", ""WGCK-FM"", ""North Carolina""]",2,1,5,2,2,1,1,0.6666666666666666,0.6666666666666666,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""North Carolina""]","[""North Carolina""]",[],"[""WGCK-FM"", ""Richmond, Virginia""]","[""Richmond, Virginia"", ""WGCK-FM"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Virginia, Lempira""]",0.0,0.0,0.0,0.0,0.0,0.0,3,1,bind
MuSiQue,359,What team was Anna Benson's husband on?,2,"[""Kris Benson"", ""Anna Benson""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Anna Benson"", ""Kris Benson""]","[""Kris Benson"", ""Anna Benson"", ""Bert Bradley"", ""1999 Major League Baseball draft"", ""Jenny Benson""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
MuSiQue,360,Who is president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Opor originated?,3,"[""Opor"", ""East Timor"", ""Indonesia–Timor Leste Commission of Truth and Friendship""]",3,0,5,3,3,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Indonesia–Timor Leste Commission of Truth and Friendship"", ""East Timor"", ""Opor""]","[""Indonesia–Timor Leste Commission of Truth and Friendship"", ""European Union law"", ""Canadian Armed Forces"", ""East Timor"", ""Opor""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
MuSiQue,361,In what region of the country containing the district of A Lưới is the city that has the Zone 5 Military Museum located?,3,"[""A Lưới District"", ""Zone 5 Military Museum, Danang"", ""South Central Coast""]",3,0,5,3,3,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Zone 5 Military Museum, Danang"", ""A Lưới District"", ""South Central Coast""]","[""Zone 5 Military Museum, Danang"", ""A Lưới District"", ""South Central Coast"", ""Museum of Cham Sculpture"", ""Sa Thầy District""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,abstain
MuSiQue,362,New coins by the Somali Muslim Ajuran Empire were a proclamation of independence from a nation. How were the people of that nation expelled from country that borders Thailand and Ban Nampo village's country?,4,"[""Ottoman Empire"", ""Myanmar"", ""Geography of Myanmar"", ""Ban Nampo""]",5,0,5,2,2,2,2,0.5,0.5,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Myanmar"", ""Geography of Myanmar""]","[""Myanmar"", ""Geography of Myanmar""]",[],"[""Ottoman Empire"", ""Somalis"", ""Djibouti"", ""Thailand"", ""Ban Nampo""]","[""Somalis"", ""Ban Nampo"", ""Somalis"", ""Portugal"", ""Ottoman Empire""]",0.0,0.1818181818181818,0.0,0.0,0.0,-0.1818181818181818,3,2,abstain
MuSiQue,363,When was the country established that lies immediately north of the Persian Gulf and the region where the country containing Urim is located?,4,"[""Geography of Saudi Arabia"", ""Saudi Arabia"", ""Joe Flexer"", ""Israel""]",4,0,5,2,1,2,3,0.5,0.25,-0.25,0,0,SetR incomplete -> DBEC incomplete,DBEC loses support coverage,1,1,0,dbec_recovers_some_missing,"[""Joe Flexer"", ""Israel""]","[""Geography of Saudi Arabia"", ""Saudi Arabia"", ""Joe Flexer""]","[""Israel""]","[""Ur"", ""Geography of Saudi Arabia"", ""Saudi Arabia"", ""History of Saudi Arabia""]","[""Israel"", ""Iran"", ""Israel"", ""Ur"", ""Iran""]",1.0,1.0,0.0,0.0,-1.0,-1.0,4,2,abstain
MuSiQue,364,Which professional sports team would you not see play a home game where Jim Foster came up with the idea for arena football?,2,"[""Arena Football League"", ""Sports in the New York metropolitan area""]",6,0,5,1,1,1,1,0.5,0.5,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Sports in the New York metropolitan area""]","[""Sports in the New York metropolitan area""]",[],"[""Arena Football League"", ""Arena Football League"", ""Huntsville Rockets"", ""BC Lions"", ""Tennessee Titans"", ""North Carolina""]","[""Arena Football League"", ""Green Bay Packers"", ""New Haven, Connecticut"", ""New York City"", ""Raleigh, North Carolina""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,abstain
MuSiQue,365,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",3,"[""WXBX"", ""Richmond, Virginia"", ""North Carolina""]",4,0,5,3,2,0,1,1.0,0.6666666666666666,-0.33333333333333337,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""North Carolina""]",[],"[""WXBX"", ""Richmond, Virginia"", ""North Carolina"", ""WKHK""]","[""Richmond, Virginia"", ""WXBX"", ""Virginia"", ""Virginia, Lempira"", ""Richmond, Virginia""]",1.0,1.0,0.0,0.0,-1.0,-1.0,3,2,bind
MuSiQue,366,What record label does the spouse of the performer of Somethin' Bad belong to?,3,"[""Candy Coburn"", ""Somethin' Bad"", ""Pure BS""]",2,1,5,1,1,2,2,0.3333333333333333,0.3333333333333333,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Candy Coburn"", ""Pure BS""]","[""Candy Coburn"", ""Pure BS""]",[],"[""Somethin' Bad"", ""Wherever You Are Tonight""]","[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad"", ""Jesus, Take the Wheel"", ""Wherever You Are Tonight""]",0.0,0.4,0.0,0.0,0.0,-0.4,3,2,bind
MuSiQue,367,What is the food safety system of the antibiotic approval agency known as?,2,"[""FDA Food Safety Modernization Act"", ""Antibiotic""]",8,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Antibiotic"", ""FDA Food Safety Modernization Act"", ""Antibiotic"", ""Federal Food, Drug, and Cosmetic Act"", ""Genetically modified food"", ""Pharmaceutical industry"", ""Pharmaceutical industry"", ""Danger zone (food safety)""]","[""Federal Motor Carrier Safety Administration"", ""Antibiotic"", ""FDA Food Safety Modernization Act"", ""Antibiotic"", ""Pharmaceutical industry""]",0.0,0.888888888888889,0.0,0.8889,0.0,1.111111111107288e-05,2,1,abstain
MuSiQue,368,Who did the star of Dark Hazard play in The Ten Commandments?,2,"[""The Ten Commandments (1956 film)"", ""Dark Hazard""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Dark Hazard"", ""The Ten Commandments (1956 film)""]","[""Guy Williams (actor)"", ""The Ten Commandments (1956 film)"", ""Dark Hazard"", ""Charlie Chan in Shanghai"", ""The Ten Commandments (1923 film)""]",1.0,1.0,1.0,1.0,0.0,0.0,3,2,abstain
MuSiQue,369,Who is the mother of the composer of Jag tror på sommaren?,2,"[""Jag tror på sommaren"", ""Stig Olin""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Jag tror på sommaren"", ""Stig Olin""]","[""Stig Olin"", ""Jag tror på sommaren"", ""Louis Chedid"", ""Ingmar Bergman"", ""Zoltán Huszárik""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
MuSiQue,370,When did the city that headquarters the manufacturer of McAfee's benchmark elect its first black Mayor?,3,"[""McAfee's Benchmark"", ""Sazerac"", ""Black people""]",4,0,5,2,2,1,1,0.6666666666666666,0.6666666666666666,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Sazerac""]","[""Sazerac""]",[],"[""Detroit"", ""McAfee's Benchmark"", ""Black people"", ""Ben Carson""]","[""Aerotech Consumer Aerospace"", ""Effects of Hurricane Katrina in New Orleans"", ""McAfee's Benchmark"", ""Detroit"", ""Black people""]",0.0,0.0,1.0,1.0,1.0,1.0,3,2,bind
MuSiQue,371,What song did Paul McCartney write for Sean Lennon's siblings?,2,"[""Hey Jude"", ""Julian Lennon""]",6,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Julian Lennon""]",[],"[""Julian Lennon""]","[""Hey Jude"", ""Into the Sun (Sean Lennon album)"", ""Michelle (song)"", ""Mama's Little Girl"", ""Tip of My Tongue"", ""Tip of My Tongue""]","[""Anna (Go to Him)"", ""Julian Lennon"", ""Hey Jude"", ""Into the Sun (Sean Lennon album)"", ""Athanasius of Alexandria""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,abstain
MuSiQue,372,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where Ban Pakpo is found?,4,"[""Ottoman Empire"", ""Myanmar"", ""Ban Pakpo"", ""Geography of Myanmar""]",6,0,5,2,4,2,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,2,1,1,dbec_recovers_all_missing,"[""Myanmar"", ""Geography of Myanmar""]",[],"[""Myanmar"", ""Geography of Myanmar""]","[""Ottoman Empire"", ""Ban Pakpo"", ""Ban Nampo"", ""Pakxan"", ""Thailand"", ""Bueng Kan Province""]","[""Ban Pakpo"", ""Ottoman Empire"", ""Myanmar"", ""Spice trade"", ""Geography of Myanmar""]",0.0,0.0,0.0,0.3333,0.0,0.3333,3,1,abstain
MuSiQue,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,4,"[""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)"", ""Francisco H. Vázquez""]",2,1,5,2,2,2,2,0.5,0.5,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,1,1,0,dbec_recovers_some_missing,"[""John Cabot"", ""Paula Santiago""]","[""Paula Santiago"", ""Sebastian Cabot (explorer)""]","[""John Cabot""]","[""Francisco H. Vázquez"", ""Sebastian Cabot (explorer)""]","[""John Cabot"", ""Exploration of North America"", ""Francisco H. Vázquez"", ""Francisco de Eliza"", ""Pedro Álvares Cabral""]",1.0,1.0,0.0,0.0,-1.0,-1.0,3,2,bind
MuSiQue,374,What does the U.S. believe caused the country Beatrice Heuser was born to help Japan?,3,"[""Bang Bon District"", ""Beatrice Heuser"", ""Pacific War""]",4,0,5,1,2,2,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,SetR incomplete -> DBEC incomplete,DBEC improves support coverage,1,1,0,dbec_recovers_some_missing,"[""Bang Bon District"", ""Beatrice Heuser""]","[""Bang Bon District""]","[""Beatrice Heuser""]","[""Pacific War"", ""Events leading to the attack on Pearl Harbor"", ""Pacific War"", ""Pacific War""]","[""Beatrice Heuser"", ""Modern history"", ""Pacific War"", ""United States in the Korean War"", ""Events leading to the attack on Pearl Harbor""]",0.0,0.0,0.0,0.4,0.0,0.4,2,1,abstain
MuSiQue,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,3,"[""Ottoman Empire"", ""Myanmar"", ""Phoe Pyonn Cho""]",2,1,5,1,1,2,2,0.3333333333333333,0.3333333333333333,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Ottoman Empire"", ""Myanmar""]","[""Ottoman Empire"", ""Myanmar""]",[],"[""Phoe Pyonn Cho"", ""Huguenots""]","[""Coinage of India"", ""Phoe Pyonn Cho"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Hellenistic period""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,abstain
