dataset,base_dataset,query_index,question,primary_bucket,missing_gold_count,source_has_all_missing_gold,rank_fill5_recovered_missing_count,binding_candidate_recovered_missing_count,dbec_greedy_path_recovered_missing_count,dbec_final_recovered_missing_count,rank_added_gold_count,dbec_added_gold_count,dbec_added_non_gold_count,dbec_replaced_rank_gold_count,dbec_final_duplicate_title_count,near_title_substitution_count,near_title_substitution_pairs_json,bucket_counts_json,gold_titles_json,setr_missing_titles_json,setr_titles_json,rank_fill_titles_json,dbec_titles_json,dbec_greedy_path_titles_json,binding_candidate_titles_json,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,repair_gated_net_gold_delta_vs_rank,repair_gated_harmful_replacement
MuSiQue,musique,694,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Dextrous?",all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,2,2,1,0,1,1,"[{""dbec_title"": ""List of destroyer classes of the Royal Navy"", ""missing_gold_title"": ""List of destroyer classes of the United States Navy""}]","{""gold_recovered_by_dbec_final"": 1}","[""List of destroyer classes of the United States Navy"", ""United States Navy SEALs"", ""USS Dextrous (AM-341)""]","[""List of destroyer classes of the United States Navy""]","[""USS Dextrous (AM-341)"", ""United States Navy SEALs""]","[""USS Dextrous (AM-341)"", ""United States Navy SEALs"", ""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs"", ""USS Dextrous (AM-341)"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs"", ""USS Dextrous (AM-341)""]",[],1.0,1.0,0.0,0,0
MuSiQue,musique,697,What country had the Border Troops of the republic known for the literature of the country of citizenship of Ilona Richter?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Literature of East Germany"", ""Ilona Richter"", ""Heinz-Josef Große""]","[""Heinz-Josef Große""]","[""Ilona Richter"", ""Literature of East Germany""]","[""Ilona Richter"", ""Literature of East Germany"", ""Iron Curtain"", ""Bernd Baumgart"", ""Graham Oberlin-Brown""]","[""Ilona Richter"", ""Roman Republic"", ""Iron Curtain"", ""Bernd Baumgart"", ""Graham Oberlin-Brown""]","[""Ilona Richter"", ""Roman Republic""]",[],1.0,0.4,-0.6,0,0
MuSiQue,musique,703,How long was the city where the Yongle emperor greeted the person the Ming court thought the representatives were sent by the capitol of Yaxing Coach's headquarters location?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,2,2,1,0,2,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Yaxing Coach""]","[""Sino-Tibetan relations during the Ming dynasty""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Yaxing Coach""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Yaxing Coach"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Yaxing Coach"", ""Zheng He"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Yaxing Coach"", ""Zheng He""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,gold_source_only_not_rank_or_dbec,3,1,1,0,1,1,2,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 2}","[""Battle of Qurah and Umm al Maradim"", ""Saudi Arabia"", ""Geography of Saudi Arabia"", ""Israel""]","[""Battle of Qurah and Umm al Maradim"", ""Saudi Arabia"", ""Geography of Saudi Arabia""]","[""Qaruh Island"", ""Israel"", ""Jordan""]","[""Qaruh Island"", ""Israel"", ""Jordan"", ""Battle of Qurah and Umm al Maradim"", ""Israel""]","[""Near East"", ""Battle of Qurah and Umm al Maradim"", ""Arabian Peninsula"", ""Israel"", ""Samarqand District""]","[""Near East"", ""Battle of Qurah and Umm al Maradim"", ""Arabian Peninsula"", ""Israel"", ""Samarqand District""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,708,"When did Nissan, the HPD ARX-03 maker and the Scion owner open US assembly plants?",all_missing_gold_recovered_by_dbec,2,1,2,0,1,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""HPD ARX-03"", ""1973 oil crisis"", ""Scion (automobile)""]","[""HPD ARX-03"", ""Scion (automobile)""]","[""1973 oil crisis"", ""Toyota""]","[""1973 oil crisis"", ""Toyota"", ""HPD ARX-03"", ""Scion (automobile)"", ""Scion Fuse""]","[""Toyota"", ""HPD ARX-03"", ""BMW"", ""1973 oil crisis"", ""Scion (automobile)""]","[""Toyota"", ""HPD ARX-03"", ""BMW""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,723,When did the city where Souvenir's performer was born become the capitol of the state Knowles was from?,gold_absent_from_source_pool,4,0,0,0,0,0,0,0,4,0,0,0,[],"{""gold_absent_from_source_pool"": 3, ""gold_source_only_not_rank_or_dbec"": 1}","[""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama"", ""History of Austin, Texas"", ""Souvenir (Eric Johnson album)""]","[""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama"", ""History of Austin, Texas"", ""Souvenir (Eric Johnson album)""]","[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida""]","[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida"", ""History of Georgia (U.S. state)"", ""Destiny's Child""]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps"", ""Beyoncé"", ""Destiny's Child"", ""List of municipalities in Georgia (U.S. state)""]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,735,What county is the city that shares a border with the state capital of the state where Zubly Cemetery is located in?,gold_in_rank_fill_not_dbec,2,1,1,0,0,0,1,0,4,1,0,0,[],"{""gold_in_rank_fill_not_dbec"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""WWNQ"", ""Zubly Cemetery"", ""Charleston, South Carolina"", ""Forest Acres, South Carolina""]","[""WWNQ"", ""Forest Acres, South Carolina""]","[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina""]","[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina"", ""Hobcaw Barony"", ""Forest Acres, South Carolina""]","[""Minnesota State Capitol"", ""Zubly Cemetery"", ""Oklahoma City"", ""List of capitals in the United States"", ""Hobcaw Barony""]","[""Minnesota State Capitol"", ""Zubly Cemetery"", ""Oklahoma City"", ""List of capitals in the United States""]",[],0.5,0.0,-0.5,-1,1
MuSiQue,musique,736,"What county shares a border with the other county, that contains the city, where the singer of Hungry Eyes in the movie Dirty Dancing, was born?",gold_absent_from_source_pool,2,0,0,0,0,0,1,1,2,0,1,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Gold Hill, North Carolina"", ""The Definitive Collection (Eric Carmen album)"", ""Cleveland, North Carolina"", ""Hungry Eyes""]","[""Gold Hill, North Carolina"", ""Cleveland, North Carolina""]","[""Hungry Eyes"", ""The Definitive Collection (Eric Carmen album)"", ""Robert Abel (animator)""]","[""Hungry Eyes"", ""The Definitive Collection (Eric Carmen album)"", ""Robert Abel (animator)"", ""Hungry Eyes"", ""She's Like the Wind""]","[""The Definitive Collection (Eric Carmen album)"", ""Hungry Eyes"", ""Hungry Eyes"", ""She's Like the Wind"", ""Dirty Dancing""]","[""The Definitive Collection (Eric Carmen album)"", ""Hungry Eyes""]","[""The Definitive Collection (Eric Carmen album)"", ""The Definitive Collection (Eric Carmen album)"", ""Natalie Horler"", ""The Definitive Collection (Eric Carmen album)"", ""Jersey City, New Jersey"", ""Jersey City, New Jersey""]",0.0,0.0,0.0,0,0
MuSiQue,musique,752,When was the region that lies to the north of where Israel is located and where Shamal is located established?,all_missing_gold_recovered_by_dbec,3,1,1,1,3,3,2,3,0,0,0,0,[],"{""gold_recovered_by_dbec_final"": 3}","[""Israel"", ""Saudi Arabia"", ""Geography of Saudi Arabia"", ""Shamal (wind)""]","[""Saudi Arabia"", ""Geography of Saudi Arabia"", ""Shamal (wind)""]","[""Israel"", ""Jordan"", ""Umm al Kilab""]","[""Israel"", ""Jordan"", ""Umm al Kilab"", ""Shamal (wind)"", ""Israel""]","[""Jordan"", ""Geography of Saudi Arabia"", ""Shamal (wind)"", ""Saudi Arabia"", ""Israel""]","[""Jordan"", ""Geography of Saudi Arabia"", ""Shamal (wind)"", ""Saudi Arabia"", ""Israel""]","[""Jordan"", ""Iran"", ""Arabian Peninsula"", ""Red Sea"", ""Jordan"", ""Saudi Arabia""]",0.0,0.0,0.0,1,0
MuSiQue,musique,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,gold_source_only_not_rank_or_dbec,3,1,0,1,0,0,0,0,3,0,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_source_only_not_rank_or_dbec"": 2}","[""Sergio Villanueva"", ""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)""]","[""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)""]","[""Sergio Villanueva"", ""Vicente Yáñez Pinzón""]","[""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana"", ""Pedro Álvares Cabral"", ""Francisco de Eliza""]","[""Louis Chedid"", ""History of the west coast of North America"", ""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana""]","[""Louis Chedid"", ""History of the west coast of North America"", ""Sergio Villanueva""]","[""Louis Chedid"", ""John Cabot"", ""History of the west coast of North America""]",0.0,0.0,0.0,0,0
MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,gold_source_only_not_rank_or_dbec,3,1,1,0,0,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 2}","[""Springfield, Illinois"", ""Randolph County, Illinois"", ""Ward Township, Randolph County, Indiana"", ""WIZE""]","[""Springfield, Illinois"", ""Randolph County, Illinois"", ""WIZE""]","[""Ward Township, Randolph County, Indiana"", ""Indiana"", ""List of capitals in the United States""]","[""Ward Township, Randolph County, Indiana"", ""Indiana"", ""List of capitals in the United States"", ""WIZE"", ""Ohio""]","[""Indiana"", ""Ward Township, Randolph County, Indiana"", ""WIZE"", ""Ohio"", ""KKSS""]","[""Indiana"", ""Ward Township, Randolph County, Indiana""]","[""Indiana"", ""Maine""]",0.0,0.0,0.0,0,0
MuSiQue,musique,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,gold_source_only_not_rank_or_dbec,2,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 2}","[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Geography of Myanmar"", ""Myanmar""]","[""Geography of Myanmar"", ""Myanmar""]","[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Thailand""]","[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Thailand"", ""FIFA World Cup"", ""A Lim""]","[""2020 AFC U-23 Championship qualification"", ""A Don"", ""FIFA World Cup"", ""A Lim"", ""A Kiom""]","[""2020 AFC U-23 Championship qualification"", ""A Don""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,785,"When did the maker of Acura Legend, the manufacturer of Scion Fuse and Nissan open US assembly plants?",all_missing_gold_recovered_by_dbec,2,1,2,0,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Scion Fuse"", ""1973 oil crisis"", ""Acura Legend""]","[""Scion Fuse"", ""Acura Legend""]","[""1973 oil crisis"", ""Toyota""]","[""1973 oil crisis"", ""Toyota"", ""Scion Fuse"", ""Scion (automobile)"", ""Acura Legend""]","[""Scion Fuse"", ""Acura Legend"", ""Toyota"", ""1973 oil crisis"", ""Scion (automobile)""]","[""Scion Fuse"", ""Acura Legend"", ""Toyota""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,803,In what region of the country where Ha Hoa is located is the city where Zone 5 Military Museum is found?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Zone 5 Military Museum, Danang"", ""South Central Coast"", ""Hạ Hòa District""]","[""South Central Coast""]","[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang""]","[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang"", ""Việt Yên District"", ""Lâm Thao District"", ""Museum of Cham Sculpture""]","[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang"", ""Việt Yên District"", ""Lâm Thao District"", ""Museum of Cham Sculpture""]","[""Hạ Hòa District""]","[""Hạ Hòa District""]",0.5,0.0,-0.5,0,0
MuSiQue,musique,805,Where do Greyhound buses leave from in the city where the band that recorded the album Never Too Loud formed?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,4,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Toronto Coach Terminal"", ""Danko Jones"", ""Never Too Loud""]","[""Never Too Loud""]","[""Danko Jones"", ""Toronto Coach Terminal""]","[""Danko Jones"", ""Toronto Coach Terminal"", ""Never Too Loud"", ""Philadelphia"", ""Alvarado Transportation Center""]","[""New York City"", ""Never Too Loud"", ""The Beatles"", ""Philadelphia"", ""Saint Paul, Minnesota""]","[""New York City"", ""Never Too Loud"", ""The Beatles"", ""Philadelphia"", ""Saint Paul, Minnesota""]",[],1.0,0.0,-1.0,0,0
MuSiQue,musique,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,gold_source_only_not_rank_or_dbec,2,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 2}","[""Jerome Quinn"", ""Tenement (band)"", ""John C. Petersen"", ""Pulaski High School""]","[""Jerome Quinn"", ""Pulaski High School""]","[""Tenement (band)"", ""John C. Petersen"", ""Portage, Wisconsin""]","[""Tenement (band)"", ""John C. Petersen"", ""Portage, Wisconsin"", ""Kaunas County"", ""Danko Jones""]","[""Tenement (band)"", ""Kaunas County"", ""Danko Jones"", ""John C. Petersen"", ""KRSU (FM)""]","[""Tenement (band)"", ""Kaunas County""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,815,"Who was a prominent figure at the radio division of the broadcasting company that created the version of The Biggest Loser: The Final Chance, set in the country containing Labu?",gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Adult contemporary music"", ""Labu, Temburong"", ""The Biggest Loser Brunei: Lose It All""]","[""Adult contemporary music""]","[""The Biggest Loser Brunei: Lose It All"", ""Labu, Temburong""]","[""The Biggest Loser Brunei: Lose It All"", ""Labu, Temburong"", ""The Biggest Loser (season 1)"", ""Labu dan Labi"", ""Ali Vincent""]","[""Edward Fokczyński"", ""The Biggest Loser Brunei: Lose It All"", ""WXBQ-FM"", ""Labu, Temburong"", ""The Biggest Loser (season 1)""]","[""Edward Fokczyński"", ""The Biggest Loser Brunei: Lose It All"", ""WXBQ-FM""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,826,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,all_missing_gold_recovered_by_dbec,3,1,2,0,1,3,2,4,0,0,1,0,[],"{""gold_recovered_by_dbec_final"": 3}","[""Reformation"", ""Wittenberg (district)"", ""Bernhard Lichtenberg"", ""Mary, mother of Jesus""]","[""Reformation"", ""Wittenberg (district)"", ""Mary, mother of Jesus""]","[""Bernhard Lichtenberg"", ""Rudolph Goclenius the Younger"", ""Leipzig (district)""]","[""Bernhard Lichtenberg"", ""Rudolph Goclenius the Younger"", ""Leipzig (district)"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[""Bernhard Lichtenberg"", ""Mary, mother of Jesus"", ""Wittenberg (district)"", ""Mary, mother of Jesus"", ""Reformation""]","[""Bernhard Lichtenberg"", ""Mary, mother of Jesus""]",[],0.0,1.0,1.0,0,0
MuSiQue,musique,837,What is the name of the castle in the city where the performers of Born A Lion was formed?,gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Danko Jones"", ""Born a Lion"", ""Casa Loma""]","[""Born a Lion"", ""Casa Loma""]","[""Danko Jones"", ""Baynard's Castle""]","[""Danko Jones"", ""Baynard's Castle"", ""Born a Lion"", ""We Sweat Blood"", ""Robert Fitz Richard""]","[""Greifensee Castle"", ""Born a Lion"", ""Krimulda Castle"", ""We Sweat Blood"", ""Baynard's Castle""]","[""Greifensee Castle"", ""Born a Lion"", ""Krimulda Castle""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,848,What does SEAL stand for in the branch of military that operates USS Mahan?,all_missing_gold_recovered_by_dbec,2,1,2,0,1,2,3,3,0,0,1,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""USS Mahan (DDG-42)"", ""List of destroyer classes of the United States Navy"", ""United States Navy SEALs""]","[""USS Mahan (DDG-42)"", ""List of destroyer classes of the United States Navy""]","[""United States Navy SEALs"", ""Rudy Boesch""]","[""United States Navy SEALs"", ""Rudy Boesch"", ""USS Mahan (DDG-42)"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[""United States Navy SEALs"", ""USS Mahan (DDG-42)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""List of destroyer classes of the United States Navy""]","[""United States Navy SEALs"", ""USS Mahan (DDG-42)""]",[],1.0,1.0,0.0,0,0
MuSiQue,musique,863,In what region of the country where Lam Thao is located is John Phan's birthplace?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""South Central Coast"", ""Lâm Thao District"", ""John Phan""]","[""South Central Coast""]","[""John Phan"", ""Lâm Thao District""]","[""John Phan"", ""Lâm Thao District"", ""Hạ Hòa District"", ""Việt Yên District"", ""Lâm Đồng Province""]","[""Lâm Thao District"", ""John Phan"", ""Robert Perew"", ""Hạ Hòa District"", ""Việt Yên District""]","[""Lâm Thao District"", ""John Phan"", ""Robert Perew""]","[""Lâm Thao District""]",0.0,0.0,0.0,0,0
MuSiQue,musique,875,When did the state that Frozen Run is located in reinstate the death penalty?,gold_absent_from_source_pool,1,0,0,0,0,0,2,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 1}","[""Capital punishment in the United States"", ""Frozen Run"", ""Socialist Party of Oregon (Columbia County, Oregon)""]","[""Socialist Party of Oregon (Columbia County, Oregon)""]","[""Frozen Run"", ""Capital punishment in the United States""]","[""Frozen Run"", ""Capital punishment in the United States"", ""Capital punishment in the United States"", ""Furman v. Georgia"", ""Capital punishment in the United States""]","[""Gun laws in Pennsylvania"", ""Frozen Run"", ""Pennsylvania"", ""Hawk Run, Pennsylvania"", ""Capital punishment in the United States""]","[""Gun laws in Pennsylvania"", ""Frozen Run"", ""Pennsylvania"", ""Hawk Run, Pennsylvania""]","[""Pennsylvania""]",0.0,1.0,1.0,0,0
MuSiQue,musique,886,"What country is between Lithuania and the country many expelled French Jews relocated to, along with the country of citizenship of Marie Antoinette's mother?",gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Florimond Claude, Comte de Mercy-Argenteau"", ""Kaliningrad"", ""César Gabriel de Choiseul"", ""Middle Ages""]","[""Florimond Claude, Comte de Mercy-Argenteau"", ""César Gabriel de Choiseul""]","[""Kaliningrad"", ""Middle Ages"", ""Maria Theresa of Naples and Sicily""]","[""Kaliningrad"", ""Middle Ages"", ""Maria Theresa of Naples and Sicily"", ""Florimond Claude, Comte de Mercy-Argenteau"", ""Rose Bertin""]","[""Maria Theresa of Naples and Sicily"", ""Klejwy PGR"", ""Ashkenazi Jews"", ""Florimond Claude, Comte de Mercy-Argenteau"", ""Rose Bertin""]","[""Maria Theresa of Naples and Sicily"", ""Klejwy PGR"", ""Ashkenazi Jews"", ""Florimond Claude, Comte de Mercy-Argenteau""]","[""Maria Theresa of Naples and Sicily""]",0.0,0.0,0.0,0,0
MuSiQue,musique,892,"When did Nissan, the Acura Legend maker and the Scion owner open US assembly plants?",gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""1973 oil crisis"", ""Scion (automobile)"", ""Acura Legend""]","[""Scion (automobile)"", ""Acura Legend""]","[""1973 oil crisis"", ""Toyota""]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura RLX""]","[""Toyota"", ""Acura Legend"", ""1973 oil crisis"", ""Acura RL"", ""Acura RLX""]","[""Toyota"", ""Acura Legend""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,900,What year did the Governor of the city where Pacem in Terris' author died end?,all_missing_gold_recovered_by_dbec,2,1,2,0,1,2,2,2,1,0,0,1,"[{""dbec_title"": ""Vatican City"", ""missing_gold_title"": ""Governor of Vatican City""}]","{""gold_recovered_by_dbec_final"": 2}","[""Governor of Vatican City"", ""Pacem in terris"", ""Canonization of Pope John XXIII and Pope John Paul II""]","[""Governor of Vatican City"", ""Canonization of Pope John XXIII and Pope John Paul II""]","[""Pacem in terris"", ""Pope John XXIII""]","[""Pacem in terris"", ""Pope John XXIII"", ""Governor of Vatican City"", ""Canonization of Pope John XXIII and Pope John Paul II"", ""Vatican City""]","[""Governor of Vatican City"", ""Pacem in terris"", ""Canonization of Pope John XXIII and Pope John Paul II"", ""Pope John XXIII"", ""Vatican City""]","[""Governor of Vatican City"", ""Pacem in terris""]",[],0.0,1.0,1.0,0,0
MuSiQue,musique,901,Where does the body of water by the city where Write This Down was formed and Ohio River meet?,gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,2,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Ohio River"", ""Write This Down (band)"", ""Minneapolis""]","[""Ohio River"", ""Minneapolis""]","[""Write This Down (band)"", ""Allegheny River""]","[""Write This Down (band)"", ""Allegheny River"", ""List of crossings of the Kiskiminetas River"", ""Ohio River"", ""Monongahela City Bridge""]","[""New York City"", ""Ohio River"", ""Write This Down (band)"", ""New York City"", ""Allegheny River""]","[""New York City"", ""Ohio River"", ""Write This Down (band)"", ""New York City""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,902,What is the capital of the county that shares a border with the county where Don Werner was born?,gold_absent_from_source_pool,3,0,0,0,0,0,0,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 2, ""gold_source_only_not_rank_or_dbec"": 1}","[""Don Werner"", ""Jerome Quinn"", ""John C. Petersen"", ""Pulaski High School""]","[""Jerome Quinn"", ""John C. Petersen"", ""Pulaski High School""]","[""Don Werner"", ""Oklahoma City""]","[""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett"", ""Erik Jensen (American football)""]","[""Baranya County"", ""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett""]","[""Baranya County"", ""Don Werner""]","[""Baranya County""]",1.0,0.0,-1.0,0,0
MuSiQue,musique,908,When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?,gold_source_only_not_rank_or_dbec,2,1,0,0,1,1,0,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Major League Baseball Most Valuable Player Award"", ""World Series"", ""New York Yankees"", ""2018 Major League Baseball season""]","[""Major League Baseball Most Valuable Player Award"", ""New York Yankees""]","[""World Series"", ""Major League Baseball schedule"", ""2018 Major League Baseball season""]","[""World Series"", ""Major League Baseball schedule"", ""2018 Major League Baseball season"", ""NBA Most Valuable Player Award"", ""Opening Day""]","[""World Series"", ""Opening Day"", ""Major League Baseball Most Valuable Player Award"", ""Sports league ranking"", ""2018–19 NHL season""]","[""World Series"", ""Opening Day"", ""Major League Baseball Most Valuable Player Award"", ""Sports league ranking"", ""2018–19 NHL season""]",[],0.16666666666666666,0.0,-0.16666666666666666,0,0
MuSiQue,musique,922,What major conflict is the country between the country that hosted the tournament and the country where That Dam is from known for?,gold_absent_from_source_pool,3,0,0,0,0,0,0,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 2, ""gold_source_only_not_rank_or_dbec"": 1}","[""That Dam"", ""2020 AFC U-23 Championship qualification"", ""Myanmar"", ""Geography of Myanmar""]","[""2020 AFC U-23 Championship qualification"", ""Myanmar"", ""Geography of Myanmar""]","[""That Dam"", ""Switzerland"", ""2017 FIFA Confederations Cup""]","[""That Dam"", ""Switzerland"", ""2017 FIFA Confederations Cup"", ""Pakxan"", ""UEFA Euro 2012 Final""]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup"", ""Switzerland"", ""Pakxan""]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup""]","[""United States men's national soccer team""]",0.0,0.0,0.0,0,0
MuSiQue,musique,925,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,gold_source_only_not_rank_or_dbec,3,1,1,0,1,2,2,3,1,0,1,0,[],"{""gold_recovered_by_dbec_final"": 2, ""gold_source_only_not_rank_or_dbec"": 1}","[""Reformation"", ""Jesus Varela"", ""Wittenberg (district)"", ""Mary, mother of Jesus""]","[""Reformation"", ""Wittenberg (district)"", ""Mary, mother of Jesus""]","[""Jesus Varela"", ""Ambroise-Marie Carré"", ""Rudolph Goclenius the Younger""]","[""Jesus Varela"", ""Ambroise-Marie Carré"", ""Rudolph Goclenius the Younger"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]","[""Mary, mother of Jesus"", ""Sokolniki District"", ""Jesus Varela"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[""Mary, mother of Jesus"", ""Sokolniki District"", ""Jesus Varela""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,943,In what region of the country where Lam Thao is located is the city where the Zone 5 Military Museum can be found?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Zone 5 Military Museum, Danang"", ""South Central Coast"", ""Lâm Thao District""]","[""South Central Coast""]","[""Zone 5 Military Museum, Danang"", ""Lâm Thao District""]","[""Zone 5 Military Museum, Danang"", ""Lâm Thao District"", ""Hạ Hòa District"", ""Việt Yên District"", ""Museum of Cham Sculpture""]","[""Lâm Thao District"", ""Zone 5 Military Museum, Danang"", ""Hạ Hòa District"", ""Việt Yên District"", ""Museum of Cham Sculpture""]","[""Lâm Thao District""]","[""Lâm Thao District""]",0.5,0.0,-0.5,0,0
