dataset,base_dataset,query_index,question,gold_title,bucket,source_has_gold,source_gold_positions_json,source_best_gold_rank,rank_fill5_has_gold,binding_candidates_have_gold,dbec_greedy_path_has_gold,dbec_final_has_gold,setr_selected_count,gold_doc_count,requirement_count,dependent_req_count,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,rank_fill_positions_json,rank_fill_titles_json,dbec_final_positions_json,dbec_final_titles_json,dbec_greedy_path_positions_json,dbec_greedy_path_titles_json,binding_candidate_positions_json,binding_candidate_titles_json
MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,California Gold Rush,gold_source_only_not_rank_or_dbec,1,[10],10,0,0,0,0,3,4,4,3,0.0,0.0,0.0,"[0, 1, 16, 2, 3]","[""Atwell Mill Grove"", ""Salt Lake City"", ""Arizona"", ""Mill City, Butte County, California"", ""Klondike Gold Rush""]","[0, 6, 3, 1, 2]","[""Atwell Mill Grove"", ""Colorado Territory"", ""Klondike Gold Rush"", ""Salt Lake City"", ""Mill City, Butte County, California""]","[0, 6, 3]","[""Atwell Mill Grove"", ""Colorado Territory"", ""Klondike Gold Rush""]","[6, 29]","[""Colorado Territory"", ""History of Georgia (U.S. state)""]"
MuSiQue,musique,674,In what region of the country where An Phu is located is John Phan's birthplace?,South Central Coast,gold_recovered_by_dbec_final,1,[3],3,1,0,0,1,2,3,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""John Phan"", ""An Phú District"", ""Đức Huệ District"", ""South Central Coast"", ""Museum of Cham Sculpture""]","[1, 0, 74, 2, 3]","[""An Phú District"", ""John Phan"", ""Robert Perew"", ""Đức Huệ District"", ""South Central Coast""]","[1, 0, 74]","[""An Phú District"", ""John Phan"", ""Robert Perew""]","[1, 7]","[""An Phú District"", ""Phú Khê""]"
MuSiQue,musique,690,What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?,Jerome Quinn,gold_source_only_not_rank_or_dbec,1,[76],76,0,0,0,0,3,4,4,3,0.0,0.0,0.0,"[0, 7, 9, 1, 2]","[""Erik Jensen (American football)"", ""Baranya County"", ""Randolph County, Illinois"", ""Kaunas County"", ""Aqqala County""]","[1, 0, 2, 3, 4]","[""Kaunas County"", ""Erik Jensen (American football)"", ""Aqqala County"", ""J. P. Hayes"", ""Don Werner""]","[1, 0]","[""Kaunas County"", ""Erik Jensen (American football)""]","[1, 9, 55]","[""Kaunas County"", ""Randolph County, Illinois"", ""Oklahoma City""]"
MuSiQue,musique,690,What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?,John C. Petersen,gold_source_only_not_rank_or_dbec,1,[69],69,0,0,0,0,3,4,4,3,0.0,0.0,0.0,"[0, 7, 9, 1, 2]","[""Erik Jensen (American football)"", ""Baranya County"", ""Randolph County, Illinois"", ""Kaunas County"", ""Aqqala County""]","[1, 0, 2, 3, 4]","[""Kaunas County"", ""Erik Jensen (American football)"", ""Aqqala County"", ""J. P. Hayes"", ""Don Werner""]","[1, 0]","[""Kaunas County"", ""Erik Jensen (American football)""]","[1, 9, 55]","[""Kaunas County"", ""Randolph County, Illinois"", ""Oklahoma City""]"
MuSiQue,musique,690,What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?,Pulaski High School,gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,4,3,0.0,0.0,0.0,"[0, 7, 9, 1, 2]","[""Erik Jensen (American football)"", ""Baranya County"", ""Randolph County, Illinois"", ""Kaunas County"", ""Aqqala County""]","[1, 0, 2, 3, 4]","[""Kaunas County"", ""Erik Jensen (American football)"", ""Aqqala County"", ""J. P. Hayes"", ""Don Werner""]","[1, 0]","[""Kaunas County"", ""Erik Jensen (American football)""]","[1, 9, 55]","[""Kaunas County"", ""Randolph County, Illinois"", ""Oklahoma City""]"
MuSiQue,musique,694,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Dextrous?",List of destroyer classes of the United States Navy,gold_recovered_by_dbec_final,1,[4],4,1,0,0,1,2,3,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""USS Dextrous (AM-341)"", ""United States Navy SEALs"", ""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[2, 1, 0, 3, 4]","[""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs"", ""USS Dextrous (AM-341)"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[2, 1, 0]","[""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs"", ""USS Dextrous (AM-341)""]",[],[]
MuSiQue,musique,697,What country had the Border Troops of the republic known for the literature of the country of citizenship of Ilona Richter?,Heinz-Josef Große,gold_source_only_not_rank_or_dbec,1,[21],21,0,0,0,0,2,3,2,1,1.0,0.4,-0.6,"[1, 4, 0, 2, 3]","[""Ilona Richter"", ""Literature of East Germany"", ""Iron Curtain"", ""Bernd Baumgart"", ""Graham Oberlin-Brown""]","[1, 8, 0, 2, 3]","[""Ilona Richter"", ""Roman Republic"", ""Iron Curtain"", ""Bernd Baumgart"", ""Graham Oberlin-Brown""]","[1, 8]","[""Ilona Richter"", ""Roman Republic""]",[],[]
MuSiQue,musique,703,How long was the city where the Yongle emperor greeted the person the Ming court thought the representatives were sent by the capitol of Yaxing Coach's headquarters location?,Sino-Tibetan relations during the Ming dynasty,gold_recovered_by_dbec_final,1,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 17, 20, 24, 25, 29, 30, 42, 43]",0,1,0,1,1,3,4,4,3,0.0,0.0,0.0,"[1, 16, 18, 0, 2]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Yaxing Coach"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[1, 18, 35, 0, 2]","[""Sino-Tibetan relations during the Ming dynasty"", ""Yaxing Coach"", ""Zheng He"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[1, 18, 35]","[""Sino-Tibetan relations during the Ming dynasty"", ""Yaxing Coach"", ""Zheng He""]",[],[]
MuSiQue,musique,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,Battle of Qurah and Umm al Maradim,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,3,4,3,2,0.0,0.0,0.0,"[1, 2, 5, 0, 3]","[""Qaruh Island"", ""Israel"", ""Jordan"", ""Battle of Qurah and Umm al Maradim"", ""Israel""]","[4, 0, 98, 2, 11]","[""Near East"", ""Battle of Qurah and Umm al Maradim"", ""Arabian Peninsula"", ""Israel"", ""Samarqand District""]","[4, 0, 98, 2, 11]","[""Near East"", ""Battle of Qurah and Umm al Maradim"", ""Arabian Peninsula"", ""Israel"", ""Samarqand District""]",[],[]
MuSiQue,musique,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,Saudi Arabia,gold_source_only_not_rank_or_dbec,1,[58],58,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[1, 2, 5, 0, 3]","[""Qaruh Island"", ""Israel"", ""Jordan"", ""Battle of Qurah and Umm al Maradim"", ""Israel""]","[4, 0, 98, 2, 11]","[""Near East"", ""Battle of Qurah and Umm al Maradim"", ""Arabian Peninsula"", ""Israel"", ""Samarqand District""]","[4, 0, 98, 2, 11]","[""Near East"", ""Battle of Qurah and Umm al Maradim"", ""Arabian Peninsula"", ""Israel"", ""Samarqand District""]",[],[]
MuSiQue,musique,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,Geography of Saudi Arabia,gold_source_only_not_rank_or_dbec,1,[72],72,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[1, 2, 5, 0, 3]","[""Qaruh Island"", ""Israel"", ""Jordan"", ""Battle of Qurah and Umm al Maradim"", ""Israel""]","[4, 0, 98, 2, 11]","[""Near East"", ""Battle of Qurah and Umm al Maradim"", ""Arabian Peninsula"", ""Israel"", ""Samarqand District""]","[4, 0, 98, 2, 11]","[""Near East"", ""Battle of Qurah and Umm al Maradim"", ""Arabian Peninsula"", ""Israel"", ""Samarqand District""]",[],[]
MuSiQue,musique,708,"When did Nissan, the HPD ARX-03 maker and the Scion owner open US assembly plants?",HPD ARX-03,gold_recovered_by_dbec_final,1,[1],1,1,0,1,1,2,3,2,1,0.0,0.0,0.0,"[0, 5, 1, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""HPD ARX-03"", ""Scion (automobile)"", ""Scion Fuse""]","[5, 1, 59, 0, 2]","[""Toyota"", ""HPD ARX-03"", ""BMW"", ""1973 oil crisis"", ""Scion (automobile)""]","[5, 1, 59]","[""Toyota"", ""HPD ARX-03"", ""BMW""]",[],[]
MuSiQue,musique,708,"When did Nissan, the HPD ARX-03 maker and the Scion owner open US assembly plants?",Scion (automobile),gold_recovered_by_dbec_final,1,[2],2,1,0,0,1,2,3,2,1,0.0,0.0,0.0,"[0, 5, 1, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""HPD ARX-03"", ""Scion (automobile)"", ""Scion Fuse""]","[5, 1, 59, 0, 2]","[""Toyota"", ""HPD ARX-03"", ""BMW"", ""1973 oil crisis"", ""Scion (automobile)""]","[5, 1, 59]","[""Toyota"", ""HPD ARX-03"", ""BMW""]",[],[]
MuSiQue,musique,723,When did the city where Souvenir's performer was born become the capitol of the state Knowles was from?,"Live from Austin, TX (Eric Johnson album)",gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,2,1,0.0,0.0,0.0,"[1, 11, 9, 0, 2]","[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida"", ""History of Georgia (U.S. state)"", ""Destiny's Child""]","[0, 84, 1, 2, 3]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps"", ""Beyoncé"", ""Destiny's Child"", ""List of municipalities in Georgia (U.S. state)""]","[0, 84]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps""]",[],[]
MuSiQue,musique,723,When did the city where Souvenir's performer was born become the capitol of the state Knowles was from?,Suga Mama,gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,2,1,0.0,0.0,0.0,"[1, 11, 9, 0, 2]","[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida"", ""History of Georgia (U.S. state)"", ""Destiny's Child""]","[0, 84, 1, 2, 3]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps"", ""Beyoncé"", ""Destiny's Child"", ""List of municipalities in Georgia (U.S. state)""]","[0, 84]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps""]",[],[]
MuSiQue,musique,723,When did the city where Souvenir's performer was born become the capitol of the state Knowles was from?,"History of Austin, Texas",gold_source_only_not_rank_or_dbec,1,[27],27,0,0,0,0,3,4,2,1,0.0,0.0,0.0,"[1, 11, 9, 0, 2]","[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida"", ""History of Georgia (U.S. state)"", ""Destiny's Child""]","[0, 84, 1, 2, 3]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps"", ""Beyoncé"", ""Destiny's Child"", ""List of municipalities in Georgia (U.S. state)""]","[0, 84]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps""]",[],[]
MuSiQue,musique,723,When did the city where Souvenir's performer was born become the capitol of the state Knowles was from?,Souvenir (Eric Johnson album),gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,2,1,0.0,0.0,0.0,"[1, 11, 9, 0, 2]","[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida"", ""History of Georgia (U.S. state)"", ""Destiny's Child""]","[0, 84, 1, 2, 3]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps"", ""Beyoncé"", ""Destiny's Child"", ""List of municipalities in Georgia (U.S. state)""]","[0, 84]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps""]",[],[]
MuSiQue,musique,735,What county is the city that shares a border with the state capital of the state where Zubly Cemetery is located in?,WWNQ,gold_source_only_not_rank_or_dbec,1,[88],88,0,0,0,0,3,4,4,3,0.5,0.0,-0.5,"[0, 2, 3, 1, 4]","[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina"", ""Hobcaw Barony"", ""Forest Acres, South Carolina""]","[29, 0, 63, 23, 1]","[""Minnesota State Capitol"", ""Zubly Cemetery"", ""Oklahoma City"", ""List of capitals in the United States"", ""Hobcaw Barony""]","[29, 0, 63, 23]","[""Minnesota State Capitol"", ""Zubly Cemetery"", ""Oklahoma City"", ""List of capitals in the United States""]",[],[]
MuSiQue,musique,735,What county is the city that shares a border with the state capital of the state where Zubly Cemetery is located in?,"Forest Acres, South Carolina",gold_in_rank_fill_not_dbec,1,[4],4,1,0,0,0,3,4,4,3,0.5,0.0,-0.5,"[0, 2, 3, 1, 4]","[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina"", ""Hobcaw Barony"", ""Forest Acres, South Carolina""]","[29, 0, 63, 23, 1]","[""Minnesota State Capitol"", ""Zubly Cemetery"", ""Oklahoma City"", ""List of capitals in the United States"", ""Hobcaw Barony""]","[29, 0, 63, 23]","[""Minnesota State Capitol"", ""Zubly Cemetery"", ""Oklahoma City"", ""List of capitals in the United States""]",[],[]
MuSiQue,musique,736,"What county shares a border with the other county, that contains the city, where the singer of Hungry Eyes in the movie Dirty Dancing, was born?","Gold Hill, North Carolina",gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,4,3,0.0,0.0,0.0,"[0, 2, 10, 1, 3]","[""Hungry Eyes"", ""The Definitive Collection (Eric Carmen album)"", ""Robert Abel (animator)"", ""Hungry Eyes"", ""She's Like the Wind""]","[2, 0, 1, 3, 4]","[""The Definitive Collection (Eric Carmen album)"", ""Hungry Eyes"", ""Hungry Eyes"", ""She's Like the Wind"", ""Dirty Dancing""]","[2, 0]","[""The Definitive Collection (Eric Carmen album)"", ""Hungry Eyes""]","[2, 62, 13]","[""The Definitive Collection (Eric Carmen album)"", ""The Definitive Collection (Eric Carmen album)"", ""Natalie Horler"", ""The Definitive Collection (Eric Carmen album)"", ""Jersey City, New Jersey"", ""Jersey City, New Jersey""]"
MuSiQue,musique,736,"What county shares a border with the other county, that contains the city, where the singer of Hungry Eyes in the movie Dirty Dancing, was born?","Cleveland, North Carolina",gold_source_only_not_rank_or_dbec,1,[55],55,0,0,0,0,3,4,4,3,0.0,0.0,0.0,"[0, 2, 10, 1, 3]","[""Hungry Eyes"", ""The Definitive Collection (Eric Carmen album)"", ""Robert Abel (animator)"", ""Hungry Eyes"", ""She's Like the Wind""]","[2, 0, 1, 3, 4]","[""The Definitive Collection (Eric Carmen album)"", ""Hungry Eyes"", ""Hungry Eyes"", ""She's Like the Wind"", ""Dirty Dancing""]","[2, 0]","[""The Definitive Collection (Eric Carmen album)"", ""Hungry Eyes""]","[2, 62, 13]","[""The Definitive Collection (Eric Carmen album)"", ""The Definitive Collection (Eric Carmen album)"", ""Natalie Horler"", ""The Definitive Collection (Eric Carmen album)"", ""Jersey City, New Jersey"", ""Jersey City, New Jersey""]"
MuSiQue,musique,752,When was the region that lies to the north of where Israel is located and where Shamal is located established?,Saudi Arabia,gold_recovered_by_dbec_final,1,[80],80,0,1,1,1,3,4,4,2,0.0,0.0,0.0,"[1, 4, 10, 0, 2]","[""Israel"", ""Jordan"", ""Umm al Kilab"", ""Shamal (wind)"", ""Israel""]","[4, 32, 0, 80, 1]","[""Jordan"", ""Geography of Saudi Arabia"", ""Shamal (wind)"", ""Saudi Arabia"", ""Israel""]","[4, 32, 0, 80, 1]","[""Jordan"", ""Geography of Saudi Arabia"", ""Shamal (wind)"", ""Saudi Arabia"", ""Israel""]","[4, 16, 53, 46, 80]","[""Jordan"", ""Iran"", ""Arabian Peninsula"", ""Red Sea"", ""Jordan"", ""Saudi Arabia""]"
MuSiQue,musique,752,When was the region that lies to the north of where Israel is located and where Shamal is located established?,Geography of Saudi Arabia,gold_recovered_by_dbec_final,1,[32],32,0,0,1,1,3,4,4,2,0.0,0.0,0.0,"[1, 4, 10, 0, 2]","[""Israel"", ""Jordan"", ""Umm al Kilab"", ""Shamal (wind)"", ""Israel""]","[4, 32, 0, 80, 1]","[""Jordan"", ""Geography of Saudi Arabia"", ""Shamal (wind)"", ""Saudi Arabia"", ""Israel""]","[4, 32, 0, 80, 1]","[""Jordan"", ""Geography of Saudi Arabia"", ""Shamal (wind)"", ""Saudi Arabia"", ""Israel""]","[4, 16, 53, 46, 80]","[""Jordan"", ""Iran"", ""Arabian Peninsula"", ""Red Sea"", ""Jordan"", ""Saudi Arabia""]"
MuSiQue,musique,752,When was the region that lies to the north of where Israel is located and where Shamal is located established?,Shamal (wind),gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,3,4,4,2,0.0,0.0,0.0,"[1, 4, 10, 0, 2]","[""Israel"", ""Jordan"", ""Umm al Kilab"", ""Shamal (wind)"", ""Israel""]","[4, 32, 0, 80, 1]","[""Jordan"", ""Geography of Saudi Arabia"", ""Shamal (wind)"", ""Saudi Arabia"", ""Israel""]","[4, 32, 0, 80, 1]","[""Jordan"", ""Geography of Saudi Arabia"", ""Shamal (wind)"", ""Saudi Arabia"", ""Israel""]","[4, 16, 53, 46, 80]","[""Jordan"", ""Iran"", ""Arabian Peninsula"", ""Red Sea"", ""Jordan"", ""Saudi Arabia""]"
MuSiQue,musique,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,John Cabot,gold_in_binding_candidates_not_selected,1,[9],9,0,1,0,0,2,4,4,3,0.0,0.0,0.0,"[1, 0, 2, 3, 4]","[""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana"", ""Pedro Álvares Cabral"", ""Francisco de Eliza""]","[76, 10, 1, 0, 2]","[""Louis Chedid"", ""History of the west coast of North America"", ""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana""]","[76, 10, 1]","[""Louis Chedid"", ""History of the west coast of North America"", ""Sergio Villanueva""]","[76, 9, 10]","[""Louis Chedid"", ""John Cabot"", ""History of the west coast of North America""]"
MuSiQue,musique,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,Paula Santiago,gold_source_only_not_rank_or_dbec,1,[23],23,0,0,0,0,2,4,4,3,0.0,0.0,0.0,"[1, 0, 2, 3, 4]","[""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana"", ""Pedro Álvares Cabral"", ""Francisco de Eliza""]","[76, 10, 1, 0, 2]","[""Louis Chedid"", ""History of the west coast of North America"", ""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana""]","[76, 10, 1]","[""Louis Chedid"", ""History of the west coast of North America"", ""Sergio Villanueva""]","[76, 9, 10]","[""Louis Chedid"", ""John Cabot"", ""History of the west coast of North America""]"
MuSiQue,musique,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,Sebastian Cabot (explorer),gold_source_only_not_rank_or_dbec,1,[7],7,0,0,0,0,2,4,4,3,0.0,0.0,0.0,"[1, 0, 2, 3, 4]","[""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana"", ""Pedro Álvares Cabral"", ""Francisco de Eliza""]","[76, 10, 1, 0, 2]","[""Louis Chedid"", ""History of the west coast of North America"", ""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana""]","[76, 10, 1]","[""Louis Chedid"", ""History of the west coast of North America"", ""Sergio Villanueva""]","[76, 9, 10]","[""Louis Chedid"", ""John Cabot"", ""History of the west coast of North America""]"
MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,"Springfield, Illinois",gold_source_only_not_rank_or_dbec,1,[28],28,0,0,0,0,3,4,2,1,0.0,0.0,0.0,"[5, 15, 11, 0, 1]","[""Ward Township, Randolph County, Indiana"", ""Indiana"", ""List of capitals in the United States"", ""WIZE"", ""Ohio""]","[15, 5, 0, 1, 2]","[""Indiana"", ""Ward Township, Randolph County, Indiana"", ""WIZE"", ""Ohio"", ""KKSS""]","[15, 5]","[""Indiana"", ""Ward Township, Randolph County, Indiana""]","[15, 90]","[""Indiana"", ""Maine""]"
MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,"Randolph County, Illinois",gold_source_only_not_rank_or_dbec,1,[31],31,0,0,0,0,3,4,2,1,0.0,0.0,0.0,"[5, 15, 11, 0, 1]","[""Ward Township, Randolph County, Indiana"", ""Indiana"", ""List of capitals in the United States"", ""WIZE"", ""Ohio""]","[15, 5, 0, 1, 2]","[""Indiana"", ""Ward Township, Randolph County, Indiana"", ""WIZE"", ""Ohio"", ""KKSS""]","[15, 5]","[""Indiana"", ""Ward Township, Randolph County, Indiana""]","[15, 90]","[""Indiana"", ""Maine""]"
MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,WIZE,gold_recovered_by_dbec_final,1,[0],0,1,0,0,1,3,4,2,1,0.0,0.0,0.0,"[5, 15, 11, 0, 1]","[""Ward Township, Randolph County, Indiana"", ""Indiana"", ""List of capitals in the United States"", ""WIZE"", ""Ohio""]","[15, 5, 0, 1, 2]","[""Indiana"", ""Ward Township, Randolph County, Indiana"", ""WIZE"", ""Ohio"", ""KKSS""]","[15, 5]","[""Indiana"", ""Ward Township, Randolph County, Indiana""]","[15, 90]","[""Indiana"", ""Maine""]"
MuSiQue,musique,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,Geography of Myanmar,gold_source_only_not_rank_or_dbec,1,[27],27,0,0,0,0,3,4,3,1,0.0,0.0,0.0,"[0, 1, 8, 2, 3]","[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Thailand"", ""FIFA World Cup"", ""A Lim""]","[0, 1, 2, 3, 4]","[""2020 AFC U-23 Championship qualification"", ""A Don"", ""FIFA World Cup"", ""A Lim"", ""A Kiom""]","[0, 1]","[""2020 AFC U-23 Championship qualification"", ""A Don""]",[],[]
MuSiQue,musique,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,Myanmar,gold_source_only_not_rank_or_dbec,1,"[6, 34]",6,0,0,0,0,3,4,3,1,0.0,0.0,0.0,"[0, 1, 8, 2, 3]","[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Thailand"", ""FIFA World Cup"", ""A Lim""]","[0, 1, 2, 3, 4]","[""2020 AFC U-23 Championship qualification"", ""A Don"", ""FIFA World Cup"", ""A Lim"", ""A Kiom""]","[0, 1]","[""2020 AFC U-23 Championship qualification"", ""A Don""]",[],[]
MuSiQue,musique,785,"When did the maker of Acura Legend, the manufacturer of Scion Fuse and Nissan open US assembly plants?",Scion Fuse,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,3,4,3,0.0,0.0,0.0,"[1, 10, 0, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""Scion Fuse"", ""Scion (automobile)"", ""Acura Legend""]","[0, 3, 10, 1, 2]","[""Scion Fuse"", ""Acura Legend"", ""Toyota"", ""1973 oil crisis"", ""Scion (automobile)""]","[0, 3, 10]","[""Scion Fuse"", ""Acura Legend"", ""Toyota""]",[],[]
MuSiQue,musique,785,"When did the maker of Acura Legend, the manufacturer of Scion Fuse and Nissan open US assembly plants?",Acura Legend,gold_recovered_by_dbec_final,1,[3],3,1,0,1,1,2,3,4,3,0.0,0.0,0.0,"[1, 10, 0, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""Scion Fuse"", ""Scion (automobile)"", ""Acura Legend""]","[0, 3, 10, 1, 2]","[""Scion Fuse"", ""Acura Legend"", ""Toyota"", ""1973 oil crisis"", ""Scion (automobile)""]","[0, 3, 10]","[""Scion Fuse"", ""Acura Legend"", ""Toyota""]",[],[]
MuSiQue,musique,803,In what region of the country where Ha Hoa is located is the city where Zone 5 Military Museum is found?,South Central Coast,gold_source_only_not_rank_or_dbec,1,[5],5,0,0,0,0,2,3,2,1,0.5,0.0,-0.5,"[1, 0, 2, 3, 4]","[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang"", ""Việt Yên District"", ""Lâm Thao District"", ""Museum of Cham Sculpture""]","[1, 0, 2, 3, 4]","[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang"", ""Việt Yên District"", ""Lâm Thao District"", ""Museum of Cham Sculpture""]",[1],"[""Hạ Hòa District""]",[1],"[""Hạ Hòa District""]"
MuSiQue,musique,805,Where do Greyhound buses leave from in the city where the band that recorded the album Never Too Loud formed?,Never Too Loud,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,3,4,3,1.0,0.0,-1.0,"[4, 16, 0, 1, 2]","[""Danko Jones"", ""Toronto Coach Terminal"", ""Never Too Loud"", ""Philadelphia"", ""Alvarado Transportation Center""]","[11, 0, 59, 1, 36]","[""New York City"", ""Never Too Loud"", ""The Beatles"", ""Philadelphia"", ""Saint Paul, Minnesota""]","[11, 0, 59, 1, 36]","[""New York City"", ""Never Too Loud"", ""The Beatles"", ""Philadelphia"", ""Saint Paul, Minnesota""]",[],[]
MuSiQue,musique,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Jerome Quinn,gold_source_only_not_rank_or_dbec,1,[5],5,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[0, 3, 6, 1, 2]","[""Tenement (band)"", ""John C. Petersen"", ""Portage, Wisconsin"", ""Kaunas County"", ""Danko Jones""]","[0, 1, 2, 3, 4]","[""Tenement (band)"", ""Kaunas County"", ""Danko Jones"", ""John C. Petersen"", ""KRSU (FM)""]","[0, 1]","[""Tenement (band)"", ""Kaunas County""]",[],[]
MuSiQue,musique,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Pulaski High School,gold_source_only_not_rank_or_dbec,1,[17],17,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[0, 3, 6, 1, 2]","[""Tenement (band)"", ""John C. Petersen"", ""Portage, Wisconsin"", ""Kaunas County"", ""Danko Jones""]","[0, 1, 2, 3, 4]","[""Tenement (band)"", ""Kaunas County"", ""Danko Jones"", ""John C. Petersen"", ""KRSU (FM)""]","[0, 1]","[""Tenement (band)"", ""Kaunas County""]",[],[]
MuSiQue,musique,815,"Who was a prominent figure at the radio division of the broadcasting company that created the version of The Biggest Loser: The Final Chance, set in the country containing Labu?",Adult contemporary music,gold_source_only_not_rank_or_dbec,1,[81],81,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[0, 1, 2, 3, 4]","[""The Biggest Loser Brunei: Lose It All"", ""Labu, Temburong"", ""The Biggest Loser (season 1)"", ""Labu dan Labi"", ""Ali Vincent""]","[19, 0, 70, 1, 2]","[""Edward Fokczyński"", ""The Biggest Loser Brunei: Lose It All"", ""WXBQ-FM"", ""Labu, Temburong"", ""The Biggest Loser (season 1)""]","[19, 0, 70]","[""Edward Fokczyński"", ""The Biggest Loser Brunei: Lose It All"", ""WXBQ-FM""]",[],[]
MuSiQue,musique,826,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,Reformation,gold_recovered_by_dbec_final,1,[4],4,0,0,0,1,3,4,2,1,0.0,1.0,1.0,"[0, 7, 14, 1, 2]","[""Bernhard Lichtenberg"", ""Rudolph Goclenius the Younger"", ""Leipzig (district)"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[0, 1, 2, 3, 4]","[""Bernhard Lichtenberg"", ""Mary, mother of Jesus"", ""Wittenberg (district)"", ""Mary, mother of Jesus"", ""Reformation""]","[0, 1]","[""Bernhard Lichtenberg"", ""Mary, mother of Jesus""]",[],[]
