dataset,subset_dataset,subset_index,query_index,question,gold_doc_count,gold_titles_json,setr_selected_count,setr_em,setr_f1,setr_support_recall,setr_support_complete,setr_support_missing_count,setr_titles_json,dbec_selected_count,dbec_em,dbec_f1,dbec_support_recall,dbec_support_complete,dbec_support_missing_count,dbec_recovered_missing_count,dbec_titles_json,requirement_count,dependent_req_count,selective_binding_decision,rank_fill5_answer,rank_fill5_em,rank_fill5_f1,rank_fill5_empty_answer,rank_fill5_selected_count,rank_fill5_support_hit_count,rank_fill5_support_missing_count,rank_fill5_support_recall,rank_fill5_support_complete,rank_fill5_actual_added_count,rank_fill5_rank_fill_count,rank_fill5_titles_json,oracle_fill5_answer,oracle_fill5_em,oracle_fill5_f1,oracle_fill5_empty_answer,oracle_fill5_selected_count,oracle_fill5_support_hit_count,oracle_fill5_support_missing_count,oracle_fill5_support_recall,oracle_fill5_support_complete,oracle_fill5_actual_added_count,oracle_fill5_rank_fill_count,oracle_fill5_titles_json,dbec_repair_fill5_answer,dbec_repair_fill5_em,dbec_repair_fill5_f1,dbec_repair_fill5_empty_answer,dbec_repair_fill5_selected_count,dbec_repair_fill5_support_hit_count,dbec_repair_fill5_support_missing_count,dbec_repair_fill5_support_recall,dbec_repair_fill5_support_complete,dbec_repair_fill5_actual_added_count,dbec_repair_fill5_rank_fill_count,dbec_repair_fill5_titles_json
MuSiQue,musique_dbec_cf_underselect_20260507,63,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,3,"[""Space Race"", ""Anti-aircraft warfare"", ""Jews""]",2,0.0,0.5,0.3333333333333333,0,2,"[""Space Race"", ""Nigeria""]",5,0.0,0.4,0.3333333333333333,0,2,0,"[""United States"", ""Space Race"", ""List of South American countries by population"", ""Space Race"", ""Saburro Peak""]",2,1,bind,Cannot be determined.,0.0,0.0,0,5,1,2,0.3333333333333333,0,3,3,"[""Space Race"", ""Nigeria"", ""List of South American countries by population"", ""Space Race"", ""Saburro Peak""]",Not provided.,0.0,0.0,0,5,3,0,1.0,1,3,1,"[""Space Race"", ""Nigeria"", ""Anti-aircraft warfare"", ""Jews"", ""List of South American countries by population""]",over 325 million.,0.0,0.4,0,5,1,2,0.3333333333333333,0,3,0,"[""Space Race"", ""Nigeria"", ""United States"", ""Space Race"", ""List of South American countries by population""]"
MuSiQue,musique_dbec_cf_underselect_20260507,64,651,What was the 1900 population of the city located within the county that also contains Helvetia?,3,"[""Tucson, Arizona"", ""Helvetia, Arizona"", ""Pima County Natural Resources, Parks and Recreation""]",2,1.0,1.0,0.6666666666666666,0,1,"[""Helvetia, Arizona"", ""Tucson, Arizona""]",5,1.0,1.0,1.0,1,0,1,"[""Pima County Natural Resources, Parks and Recreation"", ""Helvetia, Arizona"", ""Crescent City, California"", ""Tucson, Arizona"", ""Delta, Colorado""]",2,1,bind,"7,531.",1.0,1.0,0,5,2,1,0.6666666666666666,0,3,3,"[""Helvetia, Arizona"", ""Tucson, Arizona"", ""Crescent City, California"", ""Delta, Colorado"", ""Elmo, Montana""]","7,531.",1.0,1.0,0,5,3,0,1.0,1,3,2,"[""Helvetia, Arizona"", ""Tucson, Arizona"", ""Pima County Natural Resources, Parks and Recreation"", ""Crescent City, California"", ""Delta, Colorado""]","7,531.",1.0,1.0,0,5,3,0,1.0,1,3,0,"[""Helvetia, Arizona"", ""Tucson, Arizona"", ""Pima County Natural Resources, Parks and Recreation"", ""Crescent City, California"", ""Tucson, Arizona""]"
MuSiQue,musique_dbec_cf_underselect_20260507,65,658,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",4,"[""Eduardo Cuervo"", ""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)""]",3,1.0,1.0,0.75,0,1,"[""Eduardo Cuervo"", ""John Cabot"", ""Sebastian Cabot (explorer)""]",5,1.0,1.0,0.75,0,1,0,"[""John Cabot"", ""Eduardo Cuervo"", ""Edward Furlong"", ""Christian Sánchez (Mexican footballer)"", ""Sebastian Cabot (explorer)""]",4,2,bind,Sebastian Cabot.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""Eduardo Cuervo"", ""John Cabot"", ""Sebastian Cabot (explorer)"", ""Edward Furlong"", ""Christian Sánchez (Mexican footballer)""]",Sebastian Cabot.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""Eduardo Cuervo"", ""John Cabot"", ""Sebastian Cabot (explorer)"", ""Edward Furlong"", ""Christian Sánchez (Mexican footballer)""]",Sebastian Cabot.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""Eduardo Cuervo"", ""John Cabot"", ""Sebastian Cabot (explorer)"", ""Edward Furlong"", ""Christian Sánchez (Mexican footballer)""]"
MuSiQue,musique_dbec_cf_underselect_20260507,66,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,4,"[""Springfield, Illinois"", ""Jackson Township, Randolph County, Indiana"", ""Randolph County, Illinois"", ""WIZE""]",3,0.0,0.0,0.25,0,3,"[""Mississippi"", ""Jackson Township, Randolph County, Indiana"", ""Tallahassee, Florida""]",5,0.0,0.0,0.5,0,2,1,"[""Indiana"", ""Jackson Township, Randolph County, Indiana"", ""WIZE"", ""Mississippi"", ""WEVJ""]",2,1,bind,1816.,0.0,0.0,0,5,2,2,0.5,0,2,2,"[""Mississippi"", ""Jackson Township, Randolph County, Indiana"", ""Tallahassee, Florida"", ""WIZE"", ""WEVJ""]",1839.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""Mississippi"", ""Jackson Township, Randolph County, Indiana"", ""Tallahassee, Florida"", ""Springfield, Illinois"", ""Randolph County, Illinois""]",1816.,0.0,0.0,0,5,2,2,0.5,0,2,0,"[""Mississippi"", ""Jackson Township, Randolph County, Indiana"", ""Tallahassee, Florida"", ""Indiana"", ""WIZE""]"
MuSiQue,musique_dbec_cf_underselect_20260507,67,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,4,"[""History of Sacramento, California"", ""Rio Linda High School"", ""Atwell Mill Grove"", ""California Gold Rush""]",3,0.0,0.0,0.25,0,3,"[""Atwell Mill Grove"", ""Salt Lake City"", ""Arizona""]",5,0.0,0.0,0.25,0,3,0,"[""Atwell Mill Grove"", ""Colorado Territory"", ""Klondike Gold Rush"", ""Salt Lake City"", ""Mill City, Butte County, California""]",4,3,bind,Arizona.,0.0,0.0,0,5,1,3,0.25,0,2,2,"[""Atwell Mill Grove"", ""Salt Lake City"", ""Arizona"", ""Mill City, Butte County, California"", ""Klondike Gold Rush""]",Arizona.,0.0,0.0,0,5,3,1,0.75,0,2,0,"[""Atwell Mill Grove"", ""Salt Lake City"", ""Arizona"", ""History of Sacramento, California"", ""California Gold Rush""]",Arizona.,0.0,0.0,0,5,1,3,0.25,0,2,0,"[""Atwell Mill Grove"", ""Salt Lake City"", ""Arizona"", ""Colorado Territory"", ""Klondike Gold Rush""]"
MuSiQue,musique_dbec_cf_underselect_20260507,68,674,In what region of the country where An Phu is located is John Phan's birthplace?,3,"[""An Phú District"", ""South Central Coast"", ""John Phan""]",2,0.0,0.0,0.6666666666666666,0,1,"[""John Phan"", ""An Phú District""]",5,1.0,1.0,1.0,1,0,1,"[""An Phú District"", ""John Phan"", ""Robert Perew"", ""Đức Huệ District"", ""South Central Coast""]",4,2,bind,South Central Coast.,1.0,1.0,0,5,3,0,1.0,1,3,3,"[""John Phan"", ""An Phú District"", ""Đức Huệ District"", ""South Central Coast"", ""Museum of Cham Sculpture""]",South Central Coast.,1.0,1.0,0,5,3,0,1.0,1,3,2,"[""John Phan"", ""An Phú District"", ""South Central Coast"", ""Đức Huệ District"", ""Museum of Cham Sculpture""]",South Central Coast.,1.0,1.0,0,5,3,0,1.0,1,3,0,"[""John Phan"", ""An Phú District"", ""Robert Perew"", ""Đức Huệ District"", ""South Central Coast""]"
MuSiQue,musique_dbec_cf_underselect_20260507,69,690,What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?,4,"[""Jerome Quinn"", ""Erik Jensen (American football)"", ""John C. Petersen"", ""Pulaski High School""]",3,0.0,0.0,0.25,0,3,"[""Erik Jensen (American football)"", ""Baranya County"", ""Randolph County, Illinois""]",5,0.0,0.0,0.25,0,3,0,"[""Kaunas County"", ""Erik Jensen (American football)"", ""Aqqala County"", ""J. P. Hayes"", ""Don Werner""]",4,3,bind,Madison.,0.0,0.0,0,5,1,3,0.25,0,2,2,"[""Erik Jensen (American football)"", ""Baranya County"", ""Randolph County, Illinois"", ""Kaunas County"", ""Aqqala County""]",Kaskaskia.,0.0,0.0,0,5,3,1,0.75,0,2,0,"[""Erik Jensen (American football)"", ""Baranya County"", ""Randolph County, Illinois"", ""Jerome Quinn"", ""John C. Petersen""]",Madison.,0.0,0.0,0,5,1,3,0.25,0,2,0,"[""Erik Jensen (American football)"", ""Baranya County"", ""Randolph County, Illinois"", ""Kaunas County"", ""Aqqala County""]"
MuSiQue,musique_dbec_cf_underselect_20260507,70,694,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Dextrous?",3,"[""List of destroyer classes of the United States Navy"", ""United States Navy SEALs"", ""USS Dextrous (AM-341)""]",2,1.0,1.0,0.6666666666666666,0,1,"[""USS Dextrous (AM-341)"", ""United States Navy SEALs""]",5,1.0,1.0,1.0,1,0,1,"[""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs"", ""USS Dextrous (AM-341)"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]",4,2,abstain,"Sea, Air, and Land.",1.0,1.0,0,5,3,0,1.0,1,3,3,"[""USS Dextrous (AM-341)"", ""United States Navy SEALs"", ""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","Sea, Air, and Land.",1.0,1.0,0,5,3,0,1.0,1,3,2,"[""USS Dextrous (AM-341)"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy"", ""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs""]","Sea, Air, and Land.",1.0,1.0,0,5,3,0,1.0,1,3,0,"[""USS Dextrous (AM-341)"", ""United States Navy SEALs"", ""List of destroyer classes of the Royal Navy"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]"
MuSiQue,musique_dbec_cf_underselect_20260507,71,697,What country had the Border Troops of the republic known for the literature of the country of citizenship of Ilona Richter?,3,"[""Literature of East Germany"", ""Ilona Richter"", ""Heinz-Josef Große""]",2,1.0,1.0,0.6666666666666666,0,1,"[""Ilona Richter"", ""Literature of East Germany""]",5,0.0,0.4,0.3333333333333333,0,2,0,"[""Ilona Richter"", ""Roman Republic"", ""Iron Curtain"", ""Bernd Baumgart"", ""Graham Oberlin-Brown""]",2,1,abstain,East Germany.,1.0,1.0,0,5,2,1,0.6666666666666666,0,3,3,"[""Ilona Richter"", ""Literature of East Germany"", ""Iron Curtain"", ""Bernd Baumgart"", ""Graham Oberlin-Brown""]",East Germany.,1.0,1.0,0,5,3,0,1.0,1,3,2,"[""Ilona Richter"", ""Literature of East Germany"", ""Heinz-Josef Große"", ""Iron Curtain"", ""Bernd Baumgart""]",Germany.,0.0,0.6666666666666666,0,5,2,1,0.6666666666666666,0,3,0,"[""Ilona Richter"", ""Literature of East Germany"", ""Roman Republic"", ""Iron Curtain"", ""Bernd Baumgart""]"
MuSiQue,musique_dbec_cf_underselect_20260507,72,703,How long was the city where the Yongle emperor greeted the person the Ming court thought the representatives were sent by the capitol of Yaxing Coach's headquarters location?,4,"[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Yaxing Coach""]",3,0.0,0.0,0.75,0,1,"[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Yaxing Coach""]",5,0.0,0.0,0.75,0,1,1,"[""Sino-Tibetan relations during the Ming dynasty"", ""Yaxing Coach"", ""Zheng He"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]",4,3,abstain,21 years.,0.0,0.4,0,5,4,0,1.0,1,2,2,"[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Yaxing Coach"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]",21 years.,0.0,0.4,0,5,4,0,1.0,1,2,1,"[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Yaxing Coach"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]",48 km.,0.0,0.0,0,5,4,0,1.0,1,2,0,"[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Yaxing Coach"", ""Sino-Tibetan relations during the Ming dynasty"", ""Zheng He""]"
MuSiQue,musique_dbec_cf_underselect_20260507,73,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,4,"[""Battle of Qurah and Umm al Maradim"", ""Saudi Arabia"", ""Geography of Saudi Arabia"", ""Israel""]",3,0.0,0.0,0.25,0,3,"[""Qaruh Island"", ""Israel"", ""Jordan""]",5,0.0,0.0,0.5,0,2,1,"[""Near East"", ""Battle of Qurah and Umm al Maradim"", ""Arabian Peninsula"", ""Israel"", ""Samarqand District""]",3,2,abstain,1946.,0.0,0.0,0,5,2,2,0.5,0,2,2,"[""Qaruh Island"", ""Israel"", ""Jordan"", ""Battle of Qurah and Umm al Maradim"", ""Israel""]",1923.,0.0,0.0,0,5,3,1,0.75,0,2,0,"[""Qaruh Island"", ""Israel"", ""Jordan"", ""Battle of Qurah and Umm al Maradim"", ""Saudi Arabia""]",1946.,0.0,0.0,0,5,2,2,0.5,0,2,0,"[""Qaruh Island"", ""Israel"", ""Jordan"", ""Near East"", ""Battle of Qurah and Umm al Maradim""]"
MuSiQue,musique_dbec_cf_underselect_20260507,74,708,"When did Nissan, the HPD ARX-03 maker and the Scion owner open US assembly plants?",3,"[""HPD ARX-03"", ""1973 oil crisis"", ""Scion (automobile)""]",2,0.0,0.0,0.3333333333333333,0,2,"[""1973 oil crisis"", ""Toyota""]",5,0.0,0.0,1.0,1,0,2,"[""Toyota"", ""HPD ARX-03"", ""BMW"", ""1973 oil crisis"", ""Scion (automobile)""]",2,1,abstain,early 1980s.,0.0,0.0,0,5,3,0,1.0,1,3,3,"[""1973 oil crisis"", ""Toyota"", ""HPD ARX-03"", ""Scion (automobile)"", ""Scion Fuse""]",early 1980s.,0.0,0.0,0,5,3,0,1.0,1,3,1,"[""1973 oil crisis"", ""Toyota"", ""HPD ARX-03"", ""Scion (automobile)"", ""Scion Fuse""]",1983.,0.0,0.0,0,5,2,1,0.6666666666666666,0,3,0,"[""1973 oil crisis"", ""Toyota"", ""Toyota"", ""HPD ARX-03"", ""BMW""]"
MuSiQue,musique_dbec_cf_underselect_20260507,75,723,When did the city where Souvenir's performer was born become the capitol of the state Knowles was from?,4,"[""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama"", ""History of Austin, Texas"", ""Souvenir (Eric Johnson album)""]",3,0.0,0.0,0.0,0,4,"[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida""]",5,0.0,0.0,0.0,0,4,0,"[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps"", ""Beyoncé"", ""Destiny's Child"", ""List of municipalities in Georgia (U.S. state)""]",2,1,abstain,Cannot be determined.,0.0,0.0,0,5,0,4,0.0,0,2,2,"[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida"", ""History of Georgia (U.S. state)"", ""Destiny's Child""]",1839.,1.0,1.0,0,5,1,3,0.25,0,2,1,"[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida"", ""History of Austin, Texas"", ""History of Georgia (U.S. state)""]",Unable to determine.,0.0,0.0,0,5,0,4,0.0,0,2,0,"[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida"", ""History of Georgia (U.S. state)"", ""Alexandre de Lesseps""]"
MuSiQue,musique_dbec_cf_underselect_20260507,76,735,What county is the city that shares a border with the state capital of the state where Zubly Cemetery is located in?,4,"[""WWNQ"", ""Zubly Cemetery"", ""Charleston, South Carolina"", ""Forest Acres, South Carolina""]",3,0.0,0.5,0.5,0,2,"[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina""]",5,0.0,0.0,0.25,0,3,0,"[""Minnesota State Capitol"", ""Zubly Cemetery"", ""Oklahoma City"", ""List of capitals in the United States"", ""Hobcaw Barony""]",4,3,abstain,Richland.,0.0,0.6666666666666666,0,5,3,1,0.75,0,2,2,"[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina"", ""Hobcaw Barony"", ""Forest Acres, South Carolina""]",Richland County.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina"", ""WWNQ"", ""Forest Acres, South Carolina""]",Lexington.,0.0,0.0,0,5,2,2,0.5,0,2,0,"[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina"", ""Minnesota State Capitol"", ""Oklahoma City""]"
MuSiQue,musique_dbec_cf_underselect_20260507,77,736,"What county shares a border with the other county, that contains the city, where the singer of Hungry Eyes in the movie Dirty Dancing, was born?",4,"[""Gold Hill, North Carolina"", ""The Definitive Collection (Eric Carmen album)"", ""Cleveland, North Carolina"", ""Hungry Eyes""]",3,0.0,0.0,0.5,0,2,"[""Hungry Eyes"", ""The Definitive Collection (Eric Carmen album)"", ""Robert Abel (animator)""]",5,0.0,0.0,0.5,0,2,0,"[""The Definitive Collection (Eric Carmen album)"", ""Hungry Eyes"", ""Hungry Eyes"", ""She's Like the Wind"", ""Dirty Dancing""]",4,3,bind,Lake County.,0.0,0.5,0,5,2,2,0.5,0,2,2,"[""Hungry Eyes"", ""The Definitive Collection (Eric Carmen album)"", ""Robert Abel (animator)"", ""Hungry Eyes"", ""She's Like the Wind""]",Lake County.,0.0,0.5,0,5,3,1,0.75,0,2,1,"[""Hungry Eyes"", ""The Definitive Collection (Eric Carmen album)"", ""Robert Abel (animator)"", ""Cleveland, North Carolina"", ""Hungry Eyes""]",Lake County.,0.0,0.5,0,5,2,2,0.5,0,2,0,"[""Hungry Eyes"", ""The Definitive Collection (Eric Carmen album)"", ""Robert Abel (animator)"", ""Hungry Eyes"", ""She's Like the Wind""]"
MuSiQue,musique_dbec_cf_underselect_20260507,78,752,When was the region that lies to the north of where Israel is located and where Shamal is located established?,4,"[""Israel"", ""Saudi Arabia"", ""Geography of Saudi Arabia"", ""Shamal (wind)""]",3,0.0,0.0,0.25,0,3,"[""Israel"", ""Jordan"", ""Umm al Kilab""]",5,0.0,0.0,1.0,1,0,3,"[""Jordan"", ""Geography of Saudi Arabia"", ""Shamal (wind)"", ""Saudi Arabia"", ""Israel""]",4,2,bind,Not specified.,0.0,0.0,0,5,2,2,0.5,0,2,2,"[""Israel"", ""Jordan"", ""Umm al Kilab"", ""Shamal (wind)"", ""Israel""]",Not specified.,0.0,0.0,0,5,3,1,0.75,0,2,0,"[""Israel"", ""Jordan"", ""Umm al Kilab"", ""Saudi Arabia"", ""Geography of Saudi Arabia""]",Not specified.,0.0,0.0,0,5,3,1,0.75,0,2,0,"[""Israel"", ""Jordan"", ""Umm al Kilab"", ""Geography of Saudi Arabia"", ""Shamal (wind)""]"
MuSiQue,musique_dbec_cf_underselect_20260507,79,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,4,"[""Sergio Villanueva"", ""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)""]",2,0.0,0.0,0.25,0,3,"[""Sergio Villanueva"", ""Vicente Yáñez Pinzón""]",5,0.0,0.0,0.25,0,3,0,"[""Louis Chedid"", ""History of the west coast of North America"", ""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana""]",4,3,bind,Unknown.,0.0,0.0,0,5,1,3,0.25,0,3,3,"[""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Francisco de Orellana"", ""Pedro Álvares Cabral"", ""Francisco de Eliza""]",John Cabot.,0.0,0.5,0,5,4,0,1.0,1,3,0,"[""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)""]",Vicente Yáñez Pinzón.,0.0,0.0,0,5,1,3,0.25,0,3,0,"[""Sergio Villanueva"", ""Vicente Yáñez Pinzón"", ""Louis Chedid"", ""History of the west coast of North America"", ""Francisco de Orellana""]"
MuSiQue,musique_dbec_cf_underselect_20260507,80,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,4,"[""Springfield, Illinois"", ""Randolph County, Illinois"", ""Ward Township, Randolph County, Indiana"", ""WIZE""]",3,0.0,0.0,0.25,0,3,"[""Ward Township, Randolph County, Indiana"", ""Indiana"", ""List of capitals in the United States""]",5,0.0,0.0,0.5,0,2,1,"[""Indiana"", ""Ward Township, Randolph County, Indiana"", ""WIZE"", ""Ohio"", ""KKSS""]",2,1,bind,1825.,0.0,0.0,0,5,2,2,0.5,0,2,2,"[""Ward Township, Randolph County, Indiana"", ""Indiana"", ""List of capitals in the United States"", ""WIZE"", ""Ohio""]",1839.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""Ward Township, Randolph County, Indiana"", ""Indiana"", ""List of capitals in the United States"", ""Springfield, Illinois"", ""Randolph County, Illinois""]",1825.,0.0,0.0,0,5,2,2,0.5,0,2,0,"[""Ward Township, Randolph County, Indiana"", ""Indiana"", ""List of capitals in the United States"", ""WIZE"", ""Ohio""]"
MuSiQue,musique_dbec_cf_underselect_20260507,81,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,4,"[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Geography of Myanmar"", ""Myanmar""]",3,0.0,0.0,0.5,0,2,"[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Thailand""]",5,0.0,0.0,0.5,0,2,0,"[""2020 AFC U-23 Championship qualification"", ""A Don"", ""FIFA World Cup"", ""A Lim"", ""A Kiom""]",3,1,abstain,Yes.,0.0,0.0,0,5,2,2,0.5,0,2,2,"[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Thailand"", ""FIFA World Cup"", ""A Lim""]",No.,0.0,0.0,0,5,4,0,1.0,1,2,0,"[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Thailand"", ""Geography of Myanmar"", ""Myanmar""]",Yes.,0.0,0.0,0,5,2,2,0.5,0,2,0,"[""2020 AFC U-23 Championship qualification"", ""A Don"", ""Thailand"", ""FIFA World Cup"", ""A Lim""]"
MuSiQue,musique_dbec_cf_underselect_20260507,82,785,"When did the maker of Acura Legend, the manufacturer of Scion Fuse and Nissan open US assembly plants?",3,"[""Scion Fuse"", ""1973 oil crisis"", ""Acura Legend""]",2,0.0,0.0,0.3333333333333333,0,2,"[""1973 oil crisis"", ""Toyota""]",5,0.0,0.0,1.0,1,0,2,"[""Scion Fuse"", ""Acura Legend"", ""Toyota"", ""1973 oil crisis"", ""Scion (automobile)""]",4,3,abstain,early 1980s.,0.0,0.0,0,5,3,0,1.0,1,3,3,"[""1973 oil crisis"", ""Toyota"", ""Scion Fuse"", ""Scion (automobile)"", ""Acura Legend""]",early 1980s.,0.0,0.0,0,5,3,0,1.0,1,3,1,"[""1973 oil crisis"", ""Toyota"", ""Scion Fuse"", ""Acura Legend"", ""Scion (automobile)""]",early 1980s.,0.0,0.0,0,5,3,0,1.0,1,3,0,"[""1973 oil crisis"", ""Toyota"", ""Scion Fuse"", ""Acura Legend"", ""Toyota""]"
MuSiQue,musique_dbec_cf_underselect_20260507,83,803,In what region of the country where Ha Hoa is located is the city where Zone 5 Military Museum is found?,3,"[""Zone 5 Military Museum, Danang"", ""South Central Coast"", ""Hạ Hòa District""]",2,0.0,0.5,0.6666666666666666,0,1,"[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang""]",5,0.0,0.0,0.6666666666666666,0,1,0,"[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang"", ""Việt Yên District"", ""Lâm Thao District"", ""Museum of Cham Sculpture""]",2,1,bind,Northeast.,0.0,0.0,0,5,2,1,0.6666666666666666,0,3,3,"[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang"", ""Việt Yên District"", ""Lâm Thao District"", ""Museum of Cham Sculpture""]",South Central Coast.,1.0,1.0,0,5,3,0,1.0,1,3,2,"[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang"", ""South Central Coast"", ""Việt Yên District"", ""Lâm Thao District""]",Northeast.,0.0,0.0,0,5,2,1,0.6666666666666666,0,3,0,"[""Hạ Hòa District"", ""Zone 5 Military Museum, Danang"", ""Việt Yên District"", ""Lâm Thao District"", ""Museum of Cham Sculpture""]"
MuSiQue,musique_dbec_cf_underselect_20260507,84,805,Where do Greyhound buses leave from in the city where the band that recorded the album Never Too Loud formed?,3,"[""Toronto Coach Terminal"", ""Danko Jones"", ""Never Too Loud""]",2,1.0,1.0,0.6666666666666666,0,1,"[""Danko Jones"", ""Toronto Coach Terminal""]",5,0.0,0.0,0.3333333333333333,0,2,1,"[""New York City"", ""Never Too Loud"", ""The Beatles"", ""Philadelphia"", ""Saint Paul, Minnesota""]",4,3,abstain,Toronto Coach Terminal.,1.0,1.0,0,5,3,0,1.0,1,3,3,"[""Danko Jones"", ""Toronto Coach Terminal"", ""Never Too Loud"", ""Philadelphia"", ""Alvarado Transportation Center""]",Toronto Coach Terminal.,1.0,1.0,0,5,3,0,1.0,1,3,2,"[""Danko Jones"", ""Toronto Coach Terminal"", ""Never Too Loud"", ""Philadelphia"", ""Alvarado Transportation Center""]",Toronto.,0.0,0.5,0,5,3,0,1.0,1,3,0,"[""Danko Jones"", ""Toronto Coach Terminal"", ""New York City"", ""Never Too Loud"", ""The Beatles""]"
MuSiQue,musique_dbec_cf_underselect_20260507,85,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,4,"[""Jerome Quinn"", ""Tenement (band)"", ""John C. Petersen"", ""Pulaski High School""]",3,0.0,0.0,0.5,0,2,"[""Tenement (band)"", ""John C. Petersen"", ""Portage, Wisconsin""]",5,0.0,0.0,0.5,0,2,0,"[""Tenement (band)"", ""Kaunas County"", ""Danko Jones"", ""John C. Petersen"", ""KRSU (FM)""]",3,2,abstain,Rockford.,0.0,0.0,0,5,2,2,0.5,0,2,2,"[""Tenement (band)"", ""John C. Petersen"", ""Portage, Wisconsin"", ""Kaunas County"", ""Danko Jones""]",Green Bay.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Tenement (band)"", ""John C. Petersen"", ""Portage, Wisconsin"", ""Jerome Quinn"", ""Pulaski High School""]",Rockford.,0.0,0.0,0,5,2,2,0.5,0,2,0,"[""Tenement (band)"", ""John C. Petersen"", ""Portage, Wisconsin"", ""Kaunas County"", ""Danko Jones""]"
