policy,dataset,base_dataset,query_index,question,gold_title,source_best_gold_rank,best_probe_rank,rank_improvement,baseline_hit_at_3,baseline_hit_at_5,baseline_hit_at_10,baseline_hit_at_20,probe_hit_at_3,probe_hit_at_5,probe_hit_at_10,probe_hit_at_20,new_hit_at_3,new_hit_at_5,new_hit_at_10,new_hit_at_20,best_probe_score,best_probe_entity,best_probe_reason,best_requirement_id,best_requirement_subquery,best_upstream_position,best_upstream_title,best_support_span
demand_entity_title,MuSiQue,musique,502,Who is the owner of the record label that the performer of Better Than Me is signed with?,Warner Records,31,2,29,0,0,0,0,1,1,1,1,1,1,1,1,16.666666666666664,Warner Bros. Record,entity_title_tokens,s2,Which record label is the performer of Better Than Me signed with?,1,Terry Dexter (album),"released July 13, 1999 via Warner Bros. Records"
demand_entity_title,MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Sazerac,7,16,-9,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,Casa Loma,68,70,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,Vladimir Rapoport,23,30,-7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,2020 AFC U-23 Championship qualification,76,80,-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Myanmar,79,83,-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Anti-aircraft warfare,10,18,-8,0,0,0,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Jews,79,80,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Randolph County, Illinois",27,8,19,0,0,0,0,0,0,1,1,0,0,1,1,20.0,"Jackson Township, Randolph County, Indiana",entity_title_tokens,s2,When was the town WIZE is licensed in established as the capital of the state?,9,"Jackson Township, Randolph County, Indiana","Jackson Township, Randolph County, Indiana"
demand_entity_title,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Springfield, Illinois",24,5,19,0,0,0,0,0,0,1,1,0,0,1,1,25.0,"Springfield, Ohio",entity_title_tokens,s2,When was the town WIZE is licensed in established as the capital of the state?,0,WIZE,"WIZE (1340 AM) — branded WIZE AM 1340 — is a commercial radio station in Springfield, Ohio owned by iHeartMedia, Inc. as part of their Dayton cluster."
demand_entity_title,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,California Gold Rush,10,1,9,0,0,0,1,1,1,1,1,1,1,1,0,105.0,California,demand_entity_title_phrase,s3,Who went to that state during the gold rush?,0,Atwell Mill Grove,Atwell Mill Grove is a giant sequoia grove in the east fork of the Kaweah watershed area in California.
demand_entity_title,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,"History of Sacramento, California",73,8,65,0,0,0,0,0,0,1,1,0,0,1,1,70.0,California,entity_title_phrase,s3,Who went to that state during the gold rush?,0,Atwell Mill Grove,Atwell Mill Grove is a giant sequoia grove in the east fork of the Kaweah watershed area in California.
demand_entity_title,MuSiQue,musique,690,What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?,Jerome Quinn,76,78,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,690,What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?,John C. Petersen,69,71,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,697,What country had the Border Troops of the republic known for the literature of the country of citizenship of Ilona Richter?,Heinz-Josef Große,21,24,-3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,Geography of Saudi Arabia,72,75,-3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,Saudi Arabia,58,62,-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,Paula Santiago,23,26,-3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,Sebastian Cabot (explorer),7,11,-4,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,"Randolph County, Illinois",31,35,-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,"Springfield, Illinois",28,6,22,0,0,0,0,0,0,1,1,0,0,1,1,25.0,"Springfield, Ohio",entity_title_tokens,s2,When did the town WIZE is licensed in become the capital of that state?,0,WIZE,"WIZE (1340 AM) — branded WIZE AM 1340 — is a commercial radio station in Springfield, Ohio owned by iHeartMedia, Inc. as part of their Dayton cluster."
demand_entity_title,MuSiQue,musique,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,Geography of Myanmar,27,29,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,Myanmar,6,10,-4,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,803,In what region of the country where Ha Hoa is located is the city where Zone 5 Military Museum is found?,South Central Coast,5,13,-8,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Jerome Quinn,5,26,-21,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Pulaski High School,17,32,-15,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,815,"Who was a prominent figure at the radio division of the broadcasting company that created the version of The Biggest Loser: The Final Chance, set in the country containing Labu?",Adult contemporary music,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,837,What is the name of the castle in the city where the performers of Born A Lion was formed?,Casa Loma,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,863,In what region of the country where Lam Thao is located is John Phan's birthplace?,South Central Coast,5,22,-17,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,886,"What country is between Lithuania and the country many expelled French Jews relocated to, along with the country of citizenship of Marie Antoinette's mother?",César Gabriel de Choiseul,33,34,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,892,"When did Nissan, the Acura Legend maker and the Scion owner open US assembly plants?",Scion (automobile),5,14,-9,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,901,Where does the body of water by the city where Write This Down was formed and Ohio River meet?,Minneapolis,22,31,-9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,908,When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?,New York Yankees,19,23,-4,0,0,0,1,0,0,0,0,0,0,0,0,70.0,New York Yankee,entity_title_phrase,s3,Which league does that team belong to?,4,World Series,Most titles New York Yankees (27)
demand_entity_title,MuSiQue,musique,925,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,Reformation,8,18,-10,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,943,In what region of the country where Lam Thao is located is the city where the Zone 5 Military Museum can be found?,South Central Coast,5,19,-14,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,946,What is the name of the castle in the place of birth of the performer of When I Was a Boy?,Casa Loma,71,20,51,0,0,0,0,0,0,0,0,0,0,0,0,10.0,Casa Natal del General Santander,entity_title_tokens,s2,What is the place of birth of that performer?,62,Casa Natal del General Santander,"Casa Natal del General Santander (lit., ""Birth house of General Santander"") is the birthplace of the Colombian General Francisco de Paula Santander"
demand_entity_title,MuSiQue,musique,946,What is the name of the castle in the place of birth of the performer of When I Was a Boy?,Gavin Bradley,45,53,-8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,954,Who was a prominent figure at the radio division of the broadcast company that created the version of The Biggest Loser set in the country where Kelupis originated?,Adult contemporary music,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,979,When did the city where the manufacturer of Ten High is headquartered elect its first black mayor?,Sazerac,23,8,15,0,0,0,0,0,0,1,1,0,0,1,1,25.0,Sazerac Company,entity_title_tokens,s2,Where is the headquarters of that manufacturer located?,0,Ten High,now produced by the Barton Brands division of the Sazerac Company
demand_entity_title,MuSiQue,musique,997,"When did the maker of Acura Legend, the manufacturer of Lexus RX and Nissan open US assembly plants?",Shigeyuki Hori,16,21,-5,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
