dataset,query_index,gold_doc_count,missing_doc_id,missing_title,candidate_rank,rank_bucket,query_f1,query_em,failure_bucket,question,selected_non_gold_titles
musique,743,4,737,World Series,62,rank51_100,0.5,0.0,candidate200_complete_top5_incomplete,When is the all-star game of the league whose member played in the most championship series which proceed the MVP award?,2016 NBA Summer League || NBA Most Valuable Player Award || Major League Baseball All-Star Game Most Valuable Player Award || List of NBA All-Stars
musique,743,4,9327,2017 Major League Baseball All-Star Game,13,rank11_20,0.5,0.0,candidate200_complete_top5_incomplete,When is the all-star game of the league whose member played in the most championship series which proceed the MVP award?,2016 NBA Summer League || NBA Most Valuable Player Award || Major League Baseball All-Star Game Most Valuable Player Award || List of NBA All-Stars
musique,745,3,1061,"Orlando furioso (Vivaldi, 1714)",38,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,What is the name of the famous bridge in the birthplace of Gloria in D Major's composer?,Antonio Vivaldi || Bridge of Sighs || Assut de l'Or Bridge
musique,746,4,9358,Newgate Education Center,109,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,Where does the body of water by the city that shares a border with Elizabeth Berg's birthplace and Ohio River meet?,Boston || Allegheny River || Ohio River
musique,746,4,124,Minneapolis,12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,Where does the body of water by the city that shares a border with Elizabeth Berg's birthplace and Ohio River meet?,Boston || Allegheny River || Ohio River
musique,747,2,9214,Buckingham Palace,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What happened to Buckingham Palace after the first monarch to reside there left?,Buckingham Palace || Armistice Day || Buckingham Palace || Buckingham Palace
musique,748,4,9376,...To Be Loved,22,rank21_50,0.0,0.0,candidate200_incomplete_top5_partial,"In the top five largest urban areas in the state where the performer of The Paramour Sessions was from, where does the place of death for Alexander Golitzen rank?",Southern California || Arizona || Chihuahua (state)
musique,748,4,3888,Papa Roach,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,"In the top five largest urban areas in the state where the performer of The Paramour Sessions was from, where does the place of death for Alexander Golitzen rank?",Southern California || Arizona || Chihuahua (state)
musique,749,4,9380,Vat Yotkeo,9,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country Setthathirath is a citizen of?,Powder keg of Europe || Thailand || Somalis || Thailand
musique,749,4,235,Geography of Myanmar,52,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country Setthathirath is a citizen of?,Powder keg of Europe || Thailand || Somalis || Thailand
musique,749,4,225,Myanmar,13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country Setthathirath is a citizen of?,Powder keg of Europe || Thailand || Somalis || Thailand
musique,752,4,112,Geography of Saudi Arabia,30,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,When was the region that lies to the north of where Israel is located and where Shamal is located established?,Jordan || Israel || History of Israel
musique,752,4,1031,Saudi Arabia,24,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,When was the region that lies to the north of where Israel is located and where Shamal is located established?,Jordan || Israel || History of Israel
musique,753,3,990,Aaron Spelling,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What is the average salary of a working person of the same nationality as MacGruder and Loud's creator?,Super Bowl || Construction || Income in the United Kingdom || United States House of Representatives
musique,753,3,998,Household income in the United States,149,rank101_200,0.0,0.0,candidate200_incomplete_top5_partial,What is the average salary of a working person of the same nationality as MacGruder and Loud's creator?,Super Bowl || Construction || Income in the United Kingdom || United States House of Representatives
musique,756,2,9435,Rostov,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What territorial entity does the town where John the Hairy lived belong to?,"John, King of England || John, King of England || Livinus || E Township, Maine"
musique,758,3,9448,Toyopet Master,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"When did the maker of the Acura Legend, the manufacturer of Toyopet Master, and Nissan open US assembly plants?",Toyota || Toyota Matrix || Toyota
musique,759,4,482,Sebastian Cabot (explorer),8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,Mexico || History of the west coast of North America || Francisco de Orellana || Vicente Yáñez Pinzón
musique,759,4,476,John Cabot,12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,Mexico || History of the west coast of North America || Francisco de Orellana || Vicente Yáñez Pinzón
musique,759,4,474,Paula Santiago,102,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,Mexico || History of the west coast of North America || Francisco de Orellana || Vicente Yáñez Pinzón
musique,760,3,2675,Party leaders of the United States Senate,82,rank51_100,0.6667,0.0,candidate200_complete_top5_incomplete,"When did the political party that holds the majority in the political body that passed a bill giving regulators discretion to prohibit proprietary trades, gain control of the House?",Party leaders of the United States House of Representatives || 1946 United States House of Representatives elections || 2014 United States Senate elections
musique,761,4,112,Geography of Saudi Arabia,14,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When was the region that lies to the north of where Israel is located and the body of water between East Africa and the Arabian peninsula created?,Red Sea || Israel || Arabian Sea || Near East
musique,761,4,2765,Arabian Peninsula,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,When was the region that lies to the north of where Israel is located and the body of water between East Africa and the Arabian peninsula created?,Red Sea || Israel || Arabian Sea || Near East
musique,761,4,102,History of Saudi Arabia,197,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,When was the region that lies to the north of where Israel is located and the body of water between East Africa and the Arabian peninsula created?,Red Sea || Israel || Arabian Sea || Near East
musique,762,2,5585,List of awards and honours received by Audrey Hepburn,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What did the actress in My Fair Lady win a Tony for?,Some Enchanted Evening || Steven Spielberg || My Fair Lady || My Fair Lady
musique,763,2,3180,The Code of Conduct and the Vietnam Prisoners of War,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Where was Obama's opponent in his first election educated?,Barack Obama || Barack Obama || Barack Obama || Dreams from My Father
musique,764,2,9494,"Stevensville, Michigan",,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,In which county is the city to which KKVU is licensed to broadcast?,"KVCK (AM) || WKHK || Mesquite, Nevada || WLUJ"
musique,768,2,9527,Darlings of the Gods,25,rank21_50,0.8,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the actor who played Scarlet in Gone with the wind?,Gone with the Wind (film) || Scarlett O'Hara || Gone with the Wind (film) || 21 Days
musique,769,4,8749,"Randolph County, Illinois",137,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,Indiana || WFMK || WAJI
musique,769,4,584,"Springfield, Illinois",22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,Indiana || WFMK || WAJI
musique,771,4,8749,"Randolph County, Illinois",169,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,When did the town WLUJ is licensed in become capitol of the state where Brantley York was born?,"Jackson Township, Randolph County, Indiana || WRBJ-FM || WYYU"
musique,771,4,584,"Springfield, Illinois",22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,When did the town WLUJ is licensed in become capitol of the state where Brantley York was born?,"Jackson Township, Randolph County, Indiana || WRBJ-FM || WYYU"
musique,772,4,3888,Papa Roach,65,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,Where does the city where Alexander Golitzen died rank in the top five largest urban areas of the state where Still Swingin's performers were formed?,Detroit || Oklahoma City
musique,774,4,235,Geography of Myanmar,23,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,Thailand || 2026 FIFA World Cup
musique,777,2,9589,Love Ranch,46,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the producer of Dolores Claiborne?,Storm of the Century || Maine || Aaron Spelling || Steven Spielberg
musique,780,3,9619,Paul Kane,12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,What is the name of the castle in the city where the creator of Scene in the Northwest: Portrait of John Henry Lefroy died?,"Tiffany Blue || A Winter Scene with Skaters near a Castle || New Castle Northwest, Pennsylvania || Joseph Severn"
musique,780,3,2075,Casa Loma,9,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What is the name of the castle in the city where the creator of Scene in the Northwest: Portrait of John Henry Lefroy died?,"Tiffany Blue || A Winter Scene with Skaters near a Castle || New Castle Northwest, Pennsylvania || Joseph Severn"
musique,783,2,9672,Middle of Nowhere (2008 film),23,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the child of the cast member of Ice Bound: A Woman's Survival at the South Pole?,Thelma & Louise || Lina Medina || South Ice || Invisible Child
musique,784,2,9693,Demographics of Pakistan,7,rank6_10,0.4,0.0,candidate200_complete_top5_incomplete,What is the current population in 2017 of the country being the defending champions of champions trophy?,2017 ICC Champions Trophy || Monarchy of the United Kingdom || 2017 ICC Champions Trophy Final || 2017 ICC Champions Trophy Final
musique,787,3,911,2014 United States Senate elections,9,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?,2002 United States House of Representatives elections || Montana || 2010 United States House of Representatives elections || 114th United States Congress
musique,787,3,1625,Standing Rules of the United States Senate,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?,2002 United States House of Representatives elections || Montana || 2010 United States House of Representatives elections || 114th United States Congress
musique,789,2,1515,List of Back to the Future characters,6,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,Who played the girlfriend of the actor who played Marlene McFly in Back to the Future?,List of Back to the Future characters || Back to the Future Part II || List of Back to the Future characters || Claudia Wells
musique,790,3,387,List of destroyer classes of the United States Navy,,missing_200,1.0,1.0,candidate200_incomplete_top5_partial,What does SEAL stand for in the military branch that operates USS Prevail?,United States Navy SEALs || USS Sea Devil (SSN-664) || United States Department of the Navy
musique,791,2,22,Szlachta,8,rank6_10,0.2,0.0,candidate200_complete_top5_incomplete,What's the largest med school in what was the nobilities commonwealth?,London || Giuseppe Demachi || List of medical schools in the United Kingdom || Medical College of Georgia || Szlachta
musique,791,2,9751,Warsaw,14,rank11_20,0.2,0.0,candidate200_complete_top5_incomplete,What's the largest med school in what was the nobilities commonwealth?,London || Giuseppe Demachi || List of medical schools in the United Kingdom || Medical College of Georgia || Szlachta
musique,795,3,2803,Vatican City,6,rank6_10,0.5,0.0,candidate200_complete_top5_incomplete,When did the city where the author of Pacem in Terris died become its own country?,Pope John XXIII || Pope John XXIII || Ambroise-Marie Carré || Pope John XXIII
musique,795,3,2797,Canonization of Pope John XXIII and Pope John Paul II,7,rank6_10,0.5,0.0,candidate200_complete_top5_incomplete,When did the city where the author of Pacem in Terris died become its own country?,Pope John XXIII || Pope John XXIII || Ambroise-Marie Carré || Pope John XXIII
musique,796,2,9795,African Guitar Summit,18,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,How many mandatory transmitters of the Canadian Broadcasting Centre's owner were updated before the deadline?,CJBC-FM || Lake Ontario || CBC Television || CBC Television
musique,801,2,1083,Helen Pitts Douglass,38,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the first nominated African American presidential candidate?,African-American candidates for President of the United States || Geraldine Ferraro || Barack Obama || Barack Obama
musique,802,4,5095,"History of Sacramento, California",67,rank51_100,0.0,0.0,candidate200_incomplete_top5_partial,What location borders the city founded by a former newspaper publisher selling supplies in the state where the valley girl accent originated?,"Valley Girls || Campbell, California || Puente Hills Mall"
musique,802,4,5086,Rio Linda High School,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What location borders the city founded by a former newspaper publisher selling supplies in the state where the valley girl accent originated?,"Valley Girls || Campbell, California || Puente Hills Mall"
musique,804,2,7589,Flesh and Bone (film),196,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the actor playing Bart's father in I can only imagine?,Christian || I Can Only Imagine (MercyMe song) || I Can Only Imagine (MercyMe song) || I Can Only Imagine (MercyMe song)
musique,805,3,339,Toronto Coach Terminal,13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,Where do Greyhound buses leave from in the city where the band that recorded the album Never Too Loud formed?,Philadelphia || New York City || José Antunes Sobrinho
musique,807,2,9527,Darlings of the Gods,20,rank11_20,0.8,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the actress who plays Scarlett in Gone With the Wind?,Vivien Leigh || Gone with the Wind (film) || Gone with the Wind (film) || 21 Days
musique,808,4,7845,"Gold Hill, North Carolina",,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Which county shares border with the county having the birth city of the director of Let the Good Times Roll?,Let the Good Times Roll (Louis Jordan song) || French colonization of the Americas || Baranya County || Robert Perew
musique,808,4,7853,"Cleveland, North Carolina",185,rank101_200,0.0,0.0,candidate200_incomplete_top5_partial,Which county shares border with the county having the birth city of the director of Let the Good Times Roll?,Let the Good Times Roll (Louis Jordan song) || French colonization of the Americas || Baranya County || Robert Perew
musique,808,4,9919,Robert Abel (animator),22,rank21_50,0.0,0.0,candidate200_incomplete_top5_partial,Which county shares border with the county having the birth city of the director of Let the Good Times Roll?,Let the Good Times Roll (Louis Jordan song) || French colonization of the Americas || Baranya County || Robert Perew
musique,809,2,8976,Martin Marietta,13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,Which company followed the company that made AAM-N-4 Oriole?,"AAM-N-5 Meteor || ASM-N-5 Gorgon V || Anti-aircraft warfare || Ann Arbor, Michigan"
musique,810,4,6374,Pulaski High School,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Classical music || Kaunas County || Baranya County || Tennessee
musique,810,4,6378,Jerome Quinn,11,rank11_20,0.0,0.0,candidate200_incomplete_top5_partial,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Classical music || Kaunas County || Baranya County || Tennessee
musique,810,4,6379,John C. Petersen,23,rank21_50,0.0,0.0,candidate200_incomplete_top5_partial,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Classical music || Kaunas County || Baranya County || Tennessee
musique,811,2,9945,Nickelodeon (film),36,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the child of the cast member of Green Ice?,United Kingdom || List of show business families || Lexa Doig || Invisible Child
musique,812,2,3839,Freikorps,27,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who constituted the free crops in the state having Free State of Brunswick?,German Revolution of 1918–19 || Free State of Mecklenburg-Schwerin || North Carolina || Constitution of Bavaria
musique,814,3,3539,Cleveland Indians,,missing_200,0.5,0.0,candidate200_incomplete_top5_partial,Who was the second pick in the 1999 draft of the league Jim Wilson played in?,Major League Baseball draft || Ryan Robertson || Terry Jones (ice hockey)
musique,815,3,1180,Adult contemporary music,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,"Who was a prominent figure at the radio division of the broadcasting company that created the version of The Biggest Loser: The Final Chance, set in the country containing Labu?",Labu dan Labi || The Biggest Loser (season 16) || Love Around
musique,816,2,339,Toronto Coach Terminal,32,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,From where do buses leave the city CKIS-FM serves?,Lake Ontario || José Antunes Sobrinho || New York City || WKSE
musique,818,2,3660,John Everett Millais,26,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What date did the creator of Autumn Leaves die?,Autumn || Lionel Bart || Neal Hefti || Antonio Vivaldi
musique,820,3,2973,Nintendo Entertainment System,22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What were the Genesis's advantage over the platform of Pictionary?,Nintendo Entertainment System || Super Nintendo Entertainment System || Sega Genesis
musique,821,3,120,Mississippi River,16,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,Where does the body of water by the home of the Juicy Lucy empty into the gulf of Mexico?,Gulf of Mexico || Colorado River (Texas) || Gulf of Mexico || Cedar Bayou
musique,821,3,124,Minneapolis,34,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Where does the body of water by the home of the Juicy Lucy empty into the gulf of Mexico?,Gulf of Mexico || Colorado River (Texas) || Gulf of Mexico || Cedar Bayou
musique,822,2,4495,Dazed and Confused (film),8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Who did the actor who played Batman in the new Justice League play in Dazed and Confused?,Matthew McConaughey || Justice League (film) || Justice League (film) || Justice League (film)
musique,823,2,7477,Golestan Province,8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Where is the Voshmgir District located?,Aqqala County || Iran || Samarqand District || Jamnagar district
musique,825,3,1288,List of municipalities in Georgia (U.S. state),13,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,The Real Housewives series from the largest city of the state where WEKL transmits started when?,"The Real Housewives of New York City || Jacksonville, Florida || The Real L Word"
musique,826,4,1099,Reformation,9,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,State church of the Roman Empire || Ambroise-Marie Carré || Henry Scott Holland
musique,826,4,1100,Wittenberg (district),7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,State church of the Roman Empire || Ambroise-Marie Carré || Henry Scott Holland
musique,829,3,2973,Nintendo Entertainment System,48,rank21_50,0.1111,0.0,candidate200_complete_top5_incomplete,What were Genesis's advantages over the platform that plays Bigfoot?,The Mysterious Monsters || Super Nintendo Entertainment System || Sega Genesis
musique,832,2,10144,On Broadway (film),37,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the person who plays Batman in the Lego Batman Movie?,The Lego Batman Movie || The Lego Batman Movie || The Lego Movie (franchise) || Batman (Terry McGinnis)
musique,834,3,3144,Super Nintendo Entertainment System,12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,What were the Genesis's advantages over the system which had a three letter abbreviation and was also the platform for Star Voyager?,Nintendo Entertainment System || Starship Command || Super Nintendo Entertainment System || Sega Genesis
musique,834,3,2973,Nintendo Entertainment System,21,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What were the Genesis's advantages over the system which had a three letter abbreviation and was also the platform for Star Voyager?,Nintendo Entertainment System || Starship Command || Super Nintendo Entertainment System || Sega Genesis
musique,835,3,10171,Solidarity (Polish trade union),,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,"Who led the movement against communism, in the country where, along with the nation that Ágnes Konkoly is from, many expelled French Jews relocated to?",Society of Communist Czechoslovakia || Ashkenazi Jews || Jews
musique,836,2,10192,LeMat Revolver,11,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,What gun does the director of Pollock use in Westworld?,Paint It Black || Dugout (baseball) || Westworld (TV series) || The Hateful Eight
musique,837,3,2075,Casa Loma,187,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,What is the name of the castle in the city where the performers of Born A Lion was formed?,Lion || Arthur's Seat || Estonia || Natalie Horler
musique,837,3,2071,Danko Jones,22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What is the name of the castle in the city where the performers of Born A Lion was formed?,Lion || Arthur's Seat || Estonia || Natalie Horler
musique,838,2,10211,Plymouth,13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,What was the average per capita GVA in 2013 of the country which created Burma's academic system?,Geography of Myanmar || South Asia || Myanmar || Myanmar
musique,839,4,2972,NFL (video game),9,rank6_10,0.1111,0.0,candidate200_complete_top5_incomplete,"What were the Genesis's advantages over the platform with a three letter abbreviation, that had a video game named after the league in charge of the Super Bowl halftime show?",Super Nintendo Entertainment System || Sega Genesis
musique,841,4,2050,"Newport News, Virginia",138,rank101_200,0.8889,0.0,candidate200_complete_top5_incomplete,"A line with Williamsburg, Main Street and another station are in a state that's next to an ocean. When did that ocean start to open up?",East Coast of the United States || Montclair-Boonton Line
musique,843,3,10272,"Robert E. Lee Monument (New Orleans, Louisiana)",13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When were the monuments built in the Mother-in-Law performer's birthplace?,The Bright Mississippi || Tell Monument || Arto Monaco
musique,848,3,387,List of destroyer classes of the United States Navy,10,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,What does SEAL stand for in the branch of military that operates USS Mahan?,United States Navy SEALs || USS Sea Devil (SSN-664) || United States Department of the Navy
musique,849,3,1875,Sony Music,10,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"What UK label was bought by the company which, along with ABC and the network which hosts Hero High, is the other major broadcaster based in NY?",The U.S. of Archie || Who Wants to Be a Superhero? || New York Giants Radio Network
musique,851,3,801,Middle Ages,8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What was the language of Auctor of who built a european empire and was crowned emperor of the romans in 800 era later known as?,Slavs || Charlemagne || Charlemagne
musique,852,3,8185,Battle of the Atlantic,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What was the main goal of Germany in the battle of the ocean region adjacent to the city where The Golden Palace is set?,Florida || Battle of Palembang || Battle of the Sound || Battle of Dunkirk
musique,852,3,8203,Miami,49,rank21_50,0.0,0.0,candidate200_incomplete_top5_partial,What was the main goal of Germany in the battle of the ocean region adjacent to the city where The Golden Palace is set?,Florida || Battle of Palembang || Battle of the Sound || Battle of Dunkirk
musique,854,3,5627,The Jacksons: An American Dream,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who played the singer of is She Really Going Out With Him in the movie based on the artist whose concert was the first Beyonce attended?,Beyoncé || Beyoncé || Beyoncé
musique,855,3,10370,Jorge Posada,47,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,What team is the person who hit the first home run at the new stadium where the american league Wildcard game will be played a member of?,New York Yankees || Major League Baseball wild card || Dugout (baseball)
musique,856,4,734,New York Yankees,41,rank21_50,0.6667,0.0,candidate200_complete_top5_incomplete,What is the longest home run in the history of the league of the team that has played the most games in the competition they give out MVP awards after?,History of condoms || Major League Baseball All-Star Game Most Valuable Player Award || Willie Mays
musique,856,4,737,World Series,19,rank11_20,0.6667,0.0,candidate200_complete_top5_incomplete,What is the longest home run in the history of the league of the team that has played the most games in the competition they give out MVP awards after?,History of condoms || Major League Baseball All-Star Game Most Valuable Player Award || Willie Mays
musique,857,2,10384,2011 Valencia Open 500 – Doubles,14,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,Who's the sibling of the player who won the men's wimbledon championship 2016?,2017 Wimbledon Championships – Men's Singles || 2017 Wimbledon Championships – Men's Singles || 2018 Wimbledon Championships || List of Wimbledon gentlemen's singles champions
musique,859,2,7589,Flesh and Bone (film),27,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the actor portraying Jerry Lee Lewis in Great Balls of Fire?,I Can Only Imagine (film) || Jerry O'Connell || Pollock (film) || List of show business families
musique,861,4,1099,Reformation,6,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,In what region of Germany is the district where a sermon on Marian devotion was preached by the man who wanted to reform the religion of Victor Razafimahatratra?,Victor Razafimahatratra || Thuringia
musique,863,3,4984,South Central Coast,18,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,In what region of the country where Lam Thao is located is John Phan's birthplace?,Hung Pham || Lâm Đồng Province || Lâm Quang Thi
musique,868,4,1531,1952 Winter Olympics,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What continent is the country located near the country of citizenship of The Book Thief's author part of?,The Book Thief (film) || Spain || List of transcontinental countries
musique,868,4,10503,Australia (continent),6,rank6_10,0.0,0.0,candidate200_incomplete_top5_partial,What continent is the country located near the country of citizenship of The Book Thief's author part of?,The Book Thief (film) || Spain || List of transcontinental countries
musique,871,3,4384,Hamburg,17,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,"Besides the body of water by the city where Erwin Speckler died, and the Irish Channel, what else was lowered in the last cold phase?","Hubert Latham || Irish Channel, New Orleans || Rhine"
musique,873,4,929,"Santa Monica, California",8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,How many ethnic minorities were looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of?,Jive Records || Race and ethnicity in the United States Census || Oklahoma City
musique,873,4,148,The Right Stuff Records,132,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,How many ethnic minorities were looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of?,Jive Records || Race and ethnicity in the United States Census || Oklahoma City
musique,874,4,2078,World Series,12,rank11_20,0.8,0.0,candidate200_complete_top5_incomplete,What is the longest home run hit in the league where the team with the most titles from the event after which the MLB MVP is awarded plays?,2016 NBA Summer League || Major League Baseball All-Star Game Most Valuable Player Award || World Series
musique,874,4,734,New York Yankees,20,rank11_20,0.8,0.0,candidate200_complete_top5_incomplete,What is the longest home run hit in the league where the team with the most titles from the event after which the MLB MVP is awarded plays?,2016 NBA Summer League || Major League Baseball All-Star Game Most Valuable Player Award || World Series
musique,875,3,1943,"Socialist Party of Oregon (Columbia County, Oregon)",,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,When did the state that Frozen Run is located in reinstate the death penalty?,Fishing Creek Confederacy || Capital punishment in the United States || Capital punishment in the United States
musique,878,4,582,Margaret Mayo (playwright),8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,When did the city where Hillcrest High School is located become capitol of the state where the screenwriter of The Poor Boob was born?,"Missouri || Tallahassee, Florida || Jehan Gordon-Booth"
musique,878,4,584,"Springfield, Illinois",17,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When did the city where Hillcrest High School is located become capitol of the state where the screenwriter of The Poor Boob was born?,"Missouri || Tallahassee, Florida || Jehan Gordon-Booth"
musique,879,3,4094,Bang Bon District,58,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,Where in the country where Bodindecha was born was The Beach filmed?,Vat Yotkeo || The Beach (film) || Thailand
musique,881,4,10214,List of Super Bowl halftime shows,7,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,Half-time || Dallas Cowboys || Pictionary (video game) || EA Sports
musique,881,4,2973,Nintendo Entertainment System,46,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,Half-time || Dallas Cowboys || Pictionary (video game) || EA Sports
musique,881,4,2972,NFL (video game),10,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,Half-time || Dallas Cowboys || Pictionary (video game) || EA Sports
musique,884,4,225,Myanmar,149,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where Route 3 is found?,Thailand || Somalis || Somalis
musique,884,4,235,Geography of Myanmar,23,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where Route 3 is found?,Thailand || Somalis || Somalis
musique,885,2,2105,Vinko Dvořák,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Who is the employer of the physicist who Mach number is named after?,Alfred North Whitehead || Mach's principle || Mach bands || Sound barrier
