dataset,query_index,question,risk_group,risk_high,requirement_count,dependent_req_count,max_dependency_depth,binding_candidate_count_total,binding_candidate_count_mean,binding_candidate_count_max,gold_doc_count,setr_selected_count,setr_under_selected,dbec_em,dbec_f1,setr_em,setr_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,dbec_r5_title,setr_r5_title,delta_r5_title_dbec_minus_setr,setr_parse_success,setr_empty_fallback_used,selective_binding_decision
MuSiQue,754,What record label is the performer of Almost Made Ya signed to?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.5714285714285715,0.0,-0.5714285714285715,1.0,1.0,0.0,1,0,bind
MuSiQue,755,Which country is the Desert Forest Golf Club located in?,low,0,1,0,0,0.0,0.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,756,What territorial entity does the town where John the Hairy lived belong to?,low,0,2,1,1,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,757,How many miles of highways are in the city where the Yongle emperor greeted the person to whom the edict was addressed?,high,1,3,1,1,0.0,0.0,0.0,3,5,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,abstain
MuSiQue,758,"When did the maker of the Acura Legend, the manufacturer of Toyopet Master, and Nissan open US assembly plants?",high,1,4,2,1,0.0,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,0,abstain
MuSiQue,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,high,1,4,3,3,3.0,1.0,2.0,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,1,0,bind
MuSiQue,760,"When did the political party that holds the majority in the political body that passed a bill giving regulators discretion to prohibit proprietary trades, gain control of the House?",high,1,3,2,2,0.0,0.0,0.0,3,6,0,0.0,0.0,0.0,0.6666666666666666,0.0,-0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1,0,abstain
MuSiQue,761,When was the region that lies to the north of where Israel is located and the body of water between East Africa and the Arabian peninsula created?,high,1,4,2,1,8.0,4.0,4.0,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,1,0,bind
MuSiQue,762,What did the actress in My Fair Lady win a Tony for?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.0,0.0,0.5714285714285715,0.0,-0.5714285714285715,0.5,0.5,0.0,1,0,abstain
MuSiQue,763,Where was Obama's opponent in his first election educated?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,764,In which county is the city to which KKVU is licensed to broadcast?,low,0,2,1,1,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,765,When did the performer of Blue Slide Park release Best Day Ever?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
MuSiQue,766,"In the 14th century, who introduced a system of musical notation used in the area where 3% of Turkey is located?",low,0,2,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,767,Who constituted the free corps in the country that the Free State of Mecklenburg-Schwerin is located in?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.7273,0.0,0.7272727272727273,0.0,2.727272727265362e-05,1.0,1.0,0.0,1,0,abstain
MuSiQue,768,Who is the spouse of the actor who played Scarlet in Gone with the wind?,low,0,2,1,1,0.0,0.0,0.0,2,12,0,1.0,1.0,0.0,0.8,1.0,0.19999999999999996,0.5,0.5,0.0,1,0,abstain
MuSiQue,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,low,0,2,1,1,2.0,2.0,2.0,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,1,0,bind
MuSiQue,770,Where was the designer of the Lap Engine educated?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
MuSiQue,771,When did the town WLUJ is licensed in become capitol of the state where Brantley York was born?,high,1,4,2,2,3.0,1.5,2.0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,bind
MuSiQue,772,Where does the city where Alexander Golitzen died rank in the top five largest urban areas of the state where Still Swingin's performers were formed?,high,1,3,1,1,0.0,0.0,0.0,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,773,What administrative territorial entity does Heinrich Gross's birth place located?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,high,1,3,1,1,0.0,0.0,0.0,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,775,who is the president of newly declared independent country which is the country of the country of Alabio –Timor Leste Commission of Truth and Friendship?,low,0,2,1,1,4.0,4.0,4.0,3,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.33333333333333337,1,0,bind
MuSiQue,776,What body of water is by the headquarters location of Wipac?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
MuSiQue,777,Who is the spouse of the producer of Dolores Claiborne?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
MuSiQue,778,"According to QS World University Rankings, where does the college that Ibrahim Shihata attended rank?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,779,What is the river where Long Spruce Generating Station is located a tributary of?,low,0,2,1,1,1.0,1.0,1.0,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
MuSiQue,780,What is the name of the castle in the city where the creator of Scene in the Northwest: Portrait of John Henry Lefroy died?,high,1,3,2,2,3.0,1.5,2.0,3,3,0,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,1,0,bind
MuSiQue,781,The Freddie Mercury film's producer played who in Godfather 2?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1,0,abstain
MuSiQue,782,"Who is the actress who plays the role of the Queen of England in 1890, on the network that aired The Dinosaurs!?",high,1,3,2,1,0.0,0.0,0.0,3,12,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,783,Who is the child of the cast member of Ice Bound: A Woman's Survival at the South Pole?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,784,What is the current population in 2017 of the country being the defending champions of champions trophy?,low,0,2,1,1,0.0,0.0,0.0,2,6,0,0.0,0.8,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,785,"When did the maker of Acura Legend, the manufacturer of Scion Fuse and Nissan open US assembly plants?",high,1,4,3,2,0.0,0.0,0.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667,1,0,abstain
MuSiQue,786,What is the enrollment at Henry Latimer's alma mater?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,787,When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?,low,0,2,1,1,2.0,2.0,2.0,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1,0,bind
MuSiQue,788,Who played the king that was king of england in 1951 in the king's speech?,low,0,2,1,1,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,789,Who played the girlfriend of the actor who played Marlene McFly in Back to the Future?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.5,0.5,1,0,abstain
MuSiQue,790,What does SEAL stand for in the military branch that operates USS Prevail?,low,0,2,1,1,0.0,0.0,0.0,3,3,0,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,791,What's the largest med school in what was the nobilities commonwealth?,low,0,2,1,1,1.0,1.0,1.0,2,5,0,0.0,0.0,0.0,0.4,0.0,-0.4,1.0,1.0,0.0,1,0,bind
MuSiQue,792,"Along with Kenny G and the performer of Off the Beaten Path, what artist was featured on smooth jazz stations?",low,0,2,1,1,1.0,1.0,1.0,2,6,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,bind
MuSiQue,793,How long had Pfrang Association's headquarters location been the capitol city of Yaxing Coach's headquarters location?,high,1,3,2,2,0.0,0.0,0.0,3,3,0,0.0,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,794,For what did the singer of the original version of Moon River win a Tony award?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.1818,0.0,0.18181818181818182,0.0,-1.8181818181833842e-05,1.0,0.5,0.5,1,0,bind
MuSiQue,795,When did the city where the author of Pacem in Terris died become its own country?,high,1,4,3,2,0.0,0.0,0.0,3,3,0,0.0,0.5,1.0,1.0,-1.0,-0.5,1.0,0.6666666666666666,0.33333333333333337,1,0,abstain
MuSiQue,796,How many mandatory transmitters of the Canadian Broadcasting Centre's owner were updated before the deadline?,high,1,3,2,2,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,797,When was the painter of Femme nue couchée born?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1,0,bind
MuSiQue,798,As a result of the black death it is estimated that the population of the country for Bâton à feu was reduced by how much?,high,1,3,2,2,0.0,0.0,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
MuSiQue,799,Between which years did war with the person for whom Pyrrhic victory is named occur?,low,0,2,1,1,1.0,1.0,1.0,2,5,0,0.0,0.2857,0.0,0.28571428571428575,0.0,-1.4285714285744433e-05,0.5,1.0,-0.5,1,0,bind
MuSiQue,800,When did the creator of Christ in the House of His Parents die?,low,0,2,1,1,1.0,1.0,1.0,2,1,1,0.0,0.5,1.0,1.0,-1.0,-0.5,1.0,0.5,0.5,1,0,bind
MuSiQue,801,Who is the spouse of the first nominated African American presidential candidate?,low,0,2,1,1,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1,0,abstain
MuSiQue,802,What location borders the city founded by a former newspaper publisher selling supplies in the state where the valley girl accent originated?,high,1,4,3,3,1.0,0.3333333333333333,1.0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,bind
MuSiQue,803,In what region of the country where Ha Hoa is located is the city where Zone 5 Military Museum is found?,low,0,2,1,1,1.0,1.0,1.0,3,2,1,0.0,0.0,0.0,0.5,0.0,-0.5,0.6666666666666666,0.6666666666666666,0.0,1,0,bind
MuSiQue,804,Who is the spouse of the actor playing Bart's father in I can only imagine?,low,0,2,1,1,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,1,0,abstain
MuSiQue,805,Where do Greyhound buses leave from in the city where the band that recorded the album Never Too Loud formed?,high,1,4,3,3,0.0,0.0,0.0,3,2,1,0.0,0.0,1.0,1.0,-1.0,-1.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1,0,abstain
MuSiQue,806,What religion is Anubis' father part of?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.8,1.0,1.0,-1.0,-0.19999999999999996,1.0,1.0,0.0,1,0,abstain
MuSiQue,807,Who is the spouse of the actress who plays Scarlett in Gone With the Wind?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.8,0.0,0.8,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,808,Which county shares border with the county having the birth city of the director of Let the Good Times Roll?,high,1,3,2,2,2.0,1.0,1.0,4,4,0,0.0,0.0,0.0,0.5,0.0,-0.5,0.5,0.5,0.0,1,0,bind
MuSiQue,809,Which company followed the company that made AAM-N-4 Oriole?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1,0,bind
MuSiQue,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,high,1,3,2,2,0.0,0.0,0.0,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,811,Who is the child of the cast member of Green Ice?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,812,Who constituted the free crops in the state having Free State of Brunswick?,low,0,2,1,1,2.0,2.0,2.0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,bind
MuSiQue,813,Who was the first black student admitted to the school that owns Swayze Field?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,814,Who was the second pick in the 1999 draft of the league Jim Wilson played in?,low,0,2,1,1,1.0,1.0,1.0,3,3,0,0.0,0.5,1.0,1.0,-1.0,-0.5,0.6666666666666666,0.6666666666666666,0.0,1,0,bind
MuSiQue,815,"Who was a prominent figure at the radio division of the broadcasting company that created the version of The Biggest Loser: The Final Chance, set in the country containing Labu?",high,1,3,2,2,0.0,0.0,0.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,816,From where do buses leave the city CKIS-FM serves?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,abstain
MuSiQue,817,In what part of Florida is Tom Denney's birthplace located?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
MuSiQue,818,What date did the creator of Autumn Leaves die?,low,0,2,1,1,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1,0,abstain
MuSiQue,819,How many books were said to have been written by the person who proposed explanations for the origins of earthquakes and the formation of mountains?,low,0,2,1,1,0.0,0.0,0.0,2,5,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
MuSiQue,820,What were the Genesis's advantage over the platform of Pictionary?,high,1,3,2,2,0.0,0.0,0.0,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,821,Where does the body of water by the home of the Juicy Lucy empty into the gulf of Mexico?,low,0,2,1,1,0.0,0.0,0.0,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667,1,0,abstain
MuSiQue,822,Who did the actor who played Batman in the new Justice League play in Dazed and Confused?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
MuSiQue,823,Where is the Voshmgir District located?,low,0,2,1,1,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,824,Who does the cast member from Julie play in Princess Diaries?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
MuSiQue,825,The Real Housewives series from the largest city of the state where WEKL transmits started when?,high,1,3,2,2,0.0,0.0,0.0,3,4,0,0.0,0.5,1.0,1.0,-1.0,-0.5,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,826,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,low,0,2,1,1,0.0,0.0,0.0,4,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.75,1,0,abstain
MuSiQue,827,Over how many slaves ended up getting emancipated on the birth place of Francis Watson?,high,1,3,2,2,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
MuSiQue,828,How many places of higher learning are in the city where the Yongle emperor greeted the person to whom the edict was addressed?,high,1,3,1,1,0.0,0.0,0.0,3,8,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,829,What were Genesis's advantages over the platform that plays Bigfoot?,low,0,2,1,1,0.0,0.0,0.0,3,5,0,0.0,0.1,0.0,0.11111111111111112,0.0,-0.011111111111111113,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,830,"In The Office, Pam get's together with her husband in which episode?",low,0,1,0,0,0.0,0.0,0.0,2,5,0,0.0,0.3333,0.0,0.0,0.0,0.3333,1.0,1.0,0.0,1,0,abstain
MuSiQue,831,"When is Celebrity Big Brother coming to the network that, along with the original network of Then Came Bronson and ABC, is based in New York?",high,1,4,3,3,2.0,0.6666666666666666,1.0,3,4,0,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,-0.33333333333333337,1,0,bind
MuSiQue,832,Who is the spouse of the person who plays Batman in the Lego Batman Movie?,low,0,2,1,1,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
MuSiQue,833,"Besides the Irish Channel and the body of water by the city Caspar Voght died in, what else lowered in the last cold phase?",low,0,2,1,1,1.0,1.0,1.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1,0,bind
MuSiQue,834,What were the Genesis's advantages over the system which had a three letter abbreviation and was also the platform for Star Voyager?,low,0,2,1,1,0.0,0.0,0.0,3,4,0,0.0,0.1111,0.0,0.11111111111111112,0.0,-1.1111111111114513e-05,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,835,"Who led the movement against communism, in the country where, along with the nation that Ágnes Konkoly is from, many expelled French Jews relocated to?",high,1,3,2,2,0.0,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,836,What gun does the director of Pollock use in Westworld?,high,1,3,2,2,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1,0,abstain
MuSiQue,837,What is the name of the castle in the city where the performers of Born A Lion was formed?,low,0,2,1,1,0.0,0.0,0.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1,0,abstain
MuSiQue,838,What was the average per capita GVA in 2013 of the country which created Burma's academic system?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
MuSiQue,839,"What were the Genesis's advantages over the platform with a three letter abbreviation, that had a video game named after the league in charge of the Super Bowl halftime show?",low,0,2,1,1,1.0,1.0,1.0,4,4,0,0.0,0.1111,0.0,0.0,0.0,0.1111,0.75,0.5,0.25,1,0,bind
MuSiQue,840,What field does the author of Parallel Worlds work in?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,841,"A line with Williamsburg, Main Street and another station are in a state that's next to an ocean. When did that ocean start to open up?",low,0,2,1,1,0.0,0.0,0.0,4,5,0,0.0,0.6667,0.0,0.6666666666666665,0.0,3.3333333333440684e-05,0.5,0.5,0.0,1,0,abstain
MuSiQue,842,"When was the performer of the album From Them, Through Us, to You formed?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
MuSiQue,843,When were the monuments built in the Mother-in-Law performer's birthplace?,high,1,3,2,2,0.0,0.0,0.0,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,844,When was the Palau de la Generalitat constructed in the city where Martin from the region where Erla is located died?,high,1,3,2,2,0.0,0.0,0.0,3,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,845,How long had the city considered the nominal capitol of the Republic of China been the capitol city of Yaxing Coach's headquarters location?,high,1,3,1,1,0.0,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.33333333333333337,1,0,abstain
MuSiQue,846,When was the Palau de la Generalitat constructed in the city where Martin from where Mianos is located died?,high,1,4,3,3,1.0,0.3333333333333333,1.0,3,3,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,bind
MuSiQue,847,Where did the author of The National Dream go to university?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
MuSiQue,848,What does SEAL stand for in the branch of military that operates USS Mahan?,low,0,2,1,1,0.0,0.0,0.0,3,2,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667,1,0,abstain
MuSiQue,849,"What UK label was bought by the company which, along with ABC and the network which hosts Hero High, is the other major broadcaster based in NY?",low,0,2,1,1,0.0,0.0,0.0,3,4,0,0.0,0.0,0.0,0.5,0.0,-0.5,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,850,What label was responsible for who sang or played Delta Hardware?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
MuSiQue,851,What was the language of Auctor of who built a european empire and was crowned emperor of the romans in 800 era later known as?,low,0,2,1,1,0.0,0.0,0.0,3,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1,0,abstain
MuSiQue,852,What was the main goal of Germany in the battle of the ocean region adjacent to the city where The Golden Palace is set?,high,1,3,2,2,0.0,0.0,0.0,3,3,0,0.0,0.6,0.0,0.11764705882352941,0.0,0.48235294117647054,0.6666666666666666,0.6666666666666666,0.0,1,0,abstain
MuSiQue,853,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sumardi was born?,high,1,3,2,2,3.0,1.5,3.0,3,5,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
MuSiQue,854,Who played the singer of is She Really Going Out With Him in the movie based on the artist whose concert was the first Beyonce attended?,high,1,3,2,2,5.0,2.5,4.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667,1,0,bind
MuSiQue,855,What team is the person who hit the first home run at the new stadium where the american league Wildcard game will be played a member of?,high,1,3,2,2,2.0,1.0,1.0,3,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.33333333333333337,1,0,bind
MuSiQue,856,What is the longest home run in the history of the league of the team that has played the most games in the competition they give out MVP awards after?,low,0,2,1,1,0.0,0.0,0.0,4,6,0,0.0,0.6667,0.0,0.3333333333333333,0.0,0.33336666666666664,0.75,1.0,-0.25,1,0,abstain
MuSiQue,857,Who's the sibling of the player who won the men's wimbledon championship 2016?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,-0.5,1,0,abstain
MuSiQue,858,What was the population density of Tammy Leitner's city of birth in 2009?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.2857,0.0,0.9090909090909091,0.0,-0.6233909090909091,1.0,1.0,0.0,1,0,abstain
MuSiQue,859,Who is the spouse of the actor portraying Jerry Lee Lewis in Great Balls of Fire?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,860,What is the enrollment at the school that owns the Miami Hurricane?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
MuSiQue,861,In what region of Germany is the district where a sermon on Marian devotion was preached by the man who wanted to reform the religion of Victor Razafimahatratra?,high,1,3,2,2,0.0,0.0,0.0,4,4,0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.25,0.5,1,0,abstain
MuSiQue,862,Who is the mother of the father of Julia Murdock Smith?,low,0,2,1,1,1.0,1.0,1.0,2,5,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
MuSiQue,863,In what region of the country where Lam Thao is located is John Phan's birthplace?,high,1,4,2,1,1.0,0.5,1.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1,0,bind
MuSiQue,864,"Who wrote ""Turn Me On"" by performer of ""Happy Pills""?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
MuSiQue,865,Who is the Chief Judge in the place where DeltaWomen's headquarters in located?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,866,which professional sports team would you not see play a home game in the arena where the last place Cream performed?,low,0,2,1,1,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
MuSiQue,867,"What was the form of the language that the last name Sylvester comes from, used in the era of Fastrada's spouse, later known as?",low,0,2,1,1,0.0,0.0,0.0,3,8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.33333333333333337,1,0,abstain
MuSiQue,868,What continent is the country located near the country of citizenship of The Book Thief's author part of?,high,1,3,2,2,0.0,0.0,0.0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,1,0,abstain
MuSiQue,869,Who is the guy in the One Last Time video by the participant in The Listening Sessions?,high,1,3,2,2,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,870,Who did the original voice of the character that Mila Kunis plays in Family Guy?,low,0,2,1,1,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
MuSiQue,871,"Besides the body of water by the city where Erwin Speckler died, and the Irish Channel, what else was lowered in the last cold phase?",high,1,4,2,1,2.0,1.0,1.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667,1,0,bind
